eye_file,subject_id
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_01_2025_02_14_16_04.csv.gz,01
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_049_001.csv.gz,49
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_101_001.csv.gz,101
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_74_001.csv.gz,74
