eye_file,neural_file,eye_n,neural_n,eye_duration_s,neural_duration_s,duration_diff_s
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_109_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S109_SART_HbR.csv,293291,2863,293.29,293.0688,0.22120000000001
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_11_001_2025_03_24_15_24.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S11_SART_HbO.csv,293685,2869,293.684,293.6832,0.000800000000083401
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_11_001_2025_03_24_15_24.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S11_SART_HbR.csv,293685,2869,293.684,293.6832,0.000800000000083401
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_110_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S110_SART_HbO.csv,296016,2892,296.015,296.0384,-0.0234000000001515
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_110_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S110_SART_HbR.csv,296016,2892,296.015,296.0384,-0.0234000000001515
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_111_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S111_SART_HbO.csv,296226,2892,296.225,296.0384,0.186599999999885
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_111_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S111_SART_HbR.csv,296226,2892,296.225,296.0384,0.186599999999885
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_114_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S114_SART_HbO.csv,294775,2879,294.774,294.7072,0.0668000000001712
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_114_001.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S114_SART_HbR.csv,294775,2879,294.774,294.7072,0.0668000000001712
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_12_001_2025_03_26_18_07.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S12_SART_HbO.csv,292711,2859,292.71,292.6592,0.0507999999999242
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_12_001_2025_03_26_18_07.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S12_SART_HbR.csv,292711,2859,292.71,292.6592,0.0507999999999242
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_13_001_2025_03_31_14_26.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S13_SART_HbO.csv,295234,2884,295.233,295.2192,0.0138000000000034
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_13_001_2025_03_31_14_26.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S13_SART_HbR.csv,295234,2884,295.233,295.2192,0.0138000000000034
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_14_001_2025_03_31_16_34.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S14_SART_HbO.csv,290030,2833,290.029,289.9968,0.03220000000033
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_14_001_2025_03_31_16_34.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S14_SART_HbR.csv,290030,2833,290.029,289.9968,0.03220000000033
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_15_001_2025_04_02_11_42.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S15_SART_HbO.csv,289139,2824,289.138,289.0752,0.0628000000002089
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_15_001_2025_04_02_11_42.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S15_SART_HbR.csv,289139,2824,289.138,289.0752,0.0628000000002089
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_16_001_2025_04_02_18_44.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S16_SART_HbO.csv,290578,2838,290.577,290.5088,0.0681999999999334
