id,n_samples,prop_interp_psl,prop_interp_psr,prop_interp_xpl,prop_interp_ypl,prop_interp_xpr,prop_interp_ypr,prop_interp_any,prop_na_psl,prop_na_psr,prop_na_xpl,prop_na_ypl,prop_na_xpr,prop_na_ypr,prop_na_any
10_003_2025_03_14_11_06,385439,0.17247605976561792,0.13832539000983293,0.17247605976561792,0.17247605976561792,0.13832539000983293,0.13832539000983293,0.17399121521174557,0.17247605976561792,0.13832539000983293,0.17247605976561792,0.17247605976561792,0.13832539000983293,0.13832539000983293,0.17399121521174557
103_003_2025_11_24_14_33,313747,0.1343725995786414,0.13074547326348937,0.1343725995786414,0.1343725995786414,0.13074547326348937,0.13074547326348937,0.13884435548387714,0.1343725995786414,0.13074547326348937,0.1343725995786414,0.1343725995786414,0.13074547326348937,0.13074547326348937,0.13884435548387714
084_003_2025_10_06_13_05,375639,0.06887729974789625,0.14053918789050127,0.06887729974789625,0.06887729974789625,0.14053918789050127,0.14053918789050127,0.1439041207116407,0.06887729974789625,0.14053918789050127,0.06887729974789625,0.06887729974789625,0.14053918789050127,0.14053918789050127,0.1439041207116407
06_2025_03_07_11_28,319123,0.16022348749541712,0.17538065260103472,0.16022348749541712,0.16022348749541712,0.17538065260103472,0.17538065260103472,0.17908142001673336,0.16022348749541712,0.17538065260103472,0.16022348749541712,0.16022348749541712,0.17538065260103472,0.17538065260103472,0.17908142001673336
02_2025_02_26_17_44,508459,0.17558544543414514,0.20531842292102215,0.17558544543414514,0.17558544543414514,0.20531842292102215,0.20531842292102215,0.22217523930149727,0.17558544543414514,0.20531842292102215,0.17558544543414514,0.17558544543414514,0.20531842292102215,0.20531842292102215,0.22217523930149727
105_001_2025_11_26_13_47,145107,0.04520801891018352,0.04236873479570248,0.04520801891018352,0.04520801891018352,0.04236873479570248,0.04236873479570248,0.045704204483587973,0.04520801891018352,0.04236873479570248,0.04520801891018352,0.04520801891018352,0.04236873479570248,0.04236873479570248,0.045704204483587973
14_001_2025_03_31_16_07,145343,0.06700701100156183,0.067062053212057,0.06700701100156183,0.06700701100156183,0.067062053212057,0.067062053212057,0.06839682681656495,0.06700701100156183,0.067062053212057,0.06700701100156183,0.06700701100156183,0.067062053212057,0.067062053212057,0.06839682681656495
106_002_2025_12_01_13_16,145147,0.07610904806850985,0.06753153699353069,0.07610904806850985,0.07610904806850985,0.06753153699353069,0.06753153699353069,0.08235099588692843,0.07610904806850985,0.06753153699353069,0.07610904806850985,0.07610904806850985,0.06753153699353069,0.06753153699353069,0.08235099588692843
114_002_2025_12_08_11_57,145103,0.0619697731955921,0.06000565115814284,0.0619697731955921,0.0619697731955921,0.06000565115814284,0.06000565115814284,0.06366512063844304,0.0619697731955921,0.06000565115814284,0.0619697731955921,0.0619697731955921,0.06000565115814284,0.06000565115814284,0.06366512063844304
107_001_2025_12_01_17_18,145145,0.29011677977195216,0.306176582038651,0.29011677977195216,0.29011677977195216,0.306176582038651,0.306176582038651,0.31803369044748353,0.29011677977195216,0.306176582038651,0.29011677977195216,0.29011677977195216,0.306176582038651,0.306176582038651,0.31803369044748353
