id,n_samples,prop_interp_psl,prop_interp_psr,prop_interp_xpl,prop_interp_ypl,prop_interp_xpr,prop_interp_ypr,prop_interp_any,prop_na_psl,prop_na_psr,prop_na_xpl,prop_na_ypl,prop_na_xpr,prop_na_ypr,prop_na_any
46_001,306369,0.07662655164197422,0.09970982703863641,0.07662655164197422,0.07662655164197422,0.09970982703863641,0.09970982703863641,0.11428049182521731,0.07662655164197422,0.09970982703863641,0.07662655164197422,0.07662655164197422,0.09970982703863641,0.09970982703863641,0.11428049182521731
50_001,300867,0.44385060508463875,0.23068997264572053,0.44385060508463875,0.44385060508463875,0.23068997264572053,0.23068997264572053,0.45684970435441574,0.44385060508463875,0.23068997264572053,0.44385060508463875,0.44385060508463875,0.23068997264572053,0.23068997264572053,0.45684970435441574
52_001,293329,0.09541504590408723,0.10624588772334137,0.09541504590408723,0.09541504590408723,0.10624588772334137,0.10624588772334137,0.1099857156980728,0.09541504590408723,0.10624588772334137,0.09541504590408723,0.09541504590408723,0.10624588772334137,0.10624588772334137,0.1099857156980728
40_001,301456,0.17236346266121755,0.13831869327530386,0.17236346266121755,0.17236346266121755,0.13831869327530386,0.13831869327530386,0.19125510853988642,0.17236346266121755,0.13831869327530386,0.17236346266121755,0.17236346266121755,0.13831869327530386,0.13831869327530386,0.19125510853988642
61_001,297399,0.15195074630378716,0.09178914522241165,0.15195074630378716,0.15195074630378716,0.09178914522241165,0.09178914522241165,0.16429443273178457,0.15195074630378716,0.09178914522241165,0.15195074630378716,0.15195074630378716,0.09178914522241165,0.09178914522241165,0.16429443273178457
62_001,300880,0.127579101302845,0.06262629619781973,0.127579101302845,0.127579101302845,0.06262629619781973,0.06262629619781973,0.13263759638394043,0.127579101302845,0.06262629619781973,0.127579101302845,0.127579101302845,0.06262629619781973,0.06262629619781973,0.13263759638394043
58_001,304232,0.14945830813326672,0.17090904309868785,0.14945830813326672,0.14945830813326672,0.17090904309868785,0.17090904309868785,0.17416642562255122,0.14945830813326672,0.17090904309868785,0.14945830813326672,0.14945830813326672,0.17090904309868785,0.17090904309868785,0.17416642562255122
64_001,299265,0.0624363022739044,0.06771256244465608,0.0624363022739044,0.0624363022739044,0.06771256244465608,0.06771256244465608,0.0689622909461514,0.0624363022739044,0.06771256244465608,0.0624363022739044,0.0624363022739044,0.06771256244465608,0.06771256244465608,0.0689622909461514
60_001,299877,0.185202599732557,0.16464750547724566,0.185202599732557,0.185202599732557,0.16464750547724566,0.16464750547724566,0.18628304271417948,0.185202599732557,0.16464750547724566,0.185202599732557,0.185202599732557,0.16464750547724566,0.16464750547724566,0.18628304271417948
63_001,299122,0.7323734128549555,0.7325606274362969,0.7323734128549555,0.7323734128549555,0.7325606274362969,0.7325606274362969,0.7330019189494588,0.7323734128549555,0.7325606274362969,0.7323734128549555,0.7323734128549555,0.7325606274362969,0.7325606274362969,0.7330019189494588
65_001,296787,0.12345554219019027,0.09434038552901576,0.12345554219019027,0.12345554219019027,0.09434038552901576,0.09434038552901576,0.12355999420459791,0.12345554219019027,0.09434038552901576,0.12345554219019027,0.12345554219019027,0.09434038552901576,0.09434038552901576,0.12355999420459791
71_001,302181,0.1302100396782061,0.42407696049718546,0.1302100396782061,0.1302100396782061,0.42407696049718546,0.42407696049718546,0.4338161565419401,0.1302100396782061,0.42407696049718546,0.1302100396782061,0.1302100396782061,0.42407696049718546,0.42407696049718546,0.4338161565419401
73_001,300036,0.1314008985588396,0.07834393206148596,0.1314008985588396,0.1314008985588396,0.07834393206148596,0.07834393206148596,0.1317141942966844,0.1314008985588396,0.07834393206148596,0.1314008985588396,0.1314008985588396,0.07834393206148596,0.07834393206148596,0.1317141942966844
77_001,297565,0.06311562179691832,0.03393880328667686,0.06311562179691832,0.06311562179691832,0.03393880328667686,0.03393880328667686,0.06482953304320065,0.06311562179691832,0.03393880328667686,0.06311562179691832,0.06311562179691832,0.03393880328667686,0.03393880328667686,0.06482953304320065
74_001,301440,0.07493365180467092,0.08177746815286624,0.07493365180467092,0.07493365180467092,0.08177746815286624,0.08177746815286624,0.08649150743099787,0.07493365180467092,0.08177746815286624,0.07493365180467092,0.07493365180467092,0.08177746815286624,0.08177746815286624,0.08649150743099787
66_001,300047,0.07857102387292657,0.06898252607091555,0.07857102387292657,0.07857102387292657,0.06898252607091555,0.06898252607091555,0.07936090012564698,0.07857102387292657,0.06898252607091555,0.07857102387292657,0.07857102387292657,0.06898252607091555,0.06898252607091555,0.07936090012564698
78_001,298960,0.01905271608241905,0.01369079475515119,0.01905271608241905,0.01905271608241905,0.01369079475515119,0.01369079475515119,0.01908951030238159,0.01905271608241905,0.01369079475515119,0.01905271608241905,0.01905271608241905,0.01369079475515119,0.01369079475515119,0.01908951030238159
75_001,302153,0.06484132211164542,0.06640013503092804,0.06484132211164542,0.06484132211164542,0.06640013503092804,0.06640013503092804,0.06912392066271061,0.06484132211164542,0.06640013503092804,0.06484132211164542,0.06484132211164542,0.06640013503092804,0.06640013503092804,0.06912392066271061
81_001,300812,0.3404285733281917,0.44899472095528103,0.3404285733281917,0.3404285733281917,0.44899472095528103,0.44899472095528103,0.4549785247928939,0.3404285733281917,0.44899472095528103,0.3404285733281917,0.3404285733281917,0.44899472095528103,0.44899472095528103,0.4549785247928939
76_001,298711,0.5432709207227052,0.4803639638312617,0.5432709207227052,0.5432709207227052,0.4803639638312617,0.4803639638312617,0.5547770252853093,0.5432709207227052,0.4803639638312617,0.5432709207227052,0.5432709207227052,0.4803639638312617,0.4803639638312617,0.5547770252853093
85_001,305111,0.08109507687366237,0.07731940179147917,0.08109507687366237,0.08109507687366237,0.07731940179147917,0.07731940179147917,0.0848346995028039,0.08109507687366237,0.07731940179147917,0.08109507687366237,0.08109507687366237,0.07731940179147917,0.07731940179147917,0.0848346995028039
89_001,301066,0.06081058638305222,0.031856802162980875,0.06081058638305222,0.06081058638305222,0.031856802162980875,0.031856802162980875,0.06146492795599636,0.06081058638305222,0.031856802162980875,0.06081058638305222,0.06081058638305222,0.031856802162980875,0.031856802162980875,0.06146492795599636
