time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,SART_Target,SART_NonTarget,SART_Probe
2313.216,1.45799934121435e-07,-1.90264158989109e-07,-4.44642248678624e-08,5.78107993743015e-07,-1.5938077644676e-07,-1.59380776446852e-07,NaN,5.85109565101511e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.40889300441374e-05,-5.03966478145587e-05,-9.98326063339439e-06,9.98326063339675e-06,2.61821979856708e-05,-6.0361298668166e-05,-3.59955773579346e-05,-9.6356876026094e-05,NaN,-0.000108527730267406,4.75366098939243e-05,NaN,-7.65825820974411e-05,3.69498031001968e-05,3.59689823795315e-06,-3.01922661142956e-05,-2.65953678763495e-05,1.31120405581322e-05,NaN,NaN,NaN,3.80408209822991e-06,-5.87908970205868e-06,2.39826367935095e-07,-2.39826367928032e-07,5.94523289957956e-07,0,1,0
2313.3184,1.42795698330341e-07,-2.01873690379605e-07,-5.90779920494535e-08,5.66775588418586e-07,-1.62638111711867e-07,-1.6263811171196e-07,NaN,3.6636921579834e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.12069996102265e-05,-4.93574049493504e-05,-9.58900354045629e-06,9.58900354045837e-06,2.50868852362732e-05,-5.44340710715382e-05,-3.61514666658128e-05,-9.05855377373445e-05,NaN,-0.000105958810546964,4.7336710022937e-05,NaN,-7.34964490816494e-05,3.61350783929907e-05,3.97763865666213e-06,-2.96591708379231e-05,-2.5681532181268e-05,1.28191150825872e-05,NaN,NaN,NaN,3.73202681241048e-06,-5.7408581545974e-06,2.23499514019873e-07,-2.23499514012891e-07,5.98533276112832e-07,0,1,0
2313.4208,1.41385764681298e-07,-2.12179075730234e-07,-7.07933110491261e-08,5.56056550024367e-07,-1.65258409098973e-07,-1.65258409099068e-07,NaN,1.32083068387708e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.81021101583553e-05,-4.82345509374468e-05,-9.17452587830127e-06,9.17452587830306e-06,2.38628714582671e-05,-4.75747301760646e-05,-3.74736484230428e-05,-8.5048378599101e-05,NaN,-0.000102891243858193,4.67458290419364e-05,NaN,-6.99923814576722e-05,3.53668979976178e-05,4.56743023276434e-06,-2.90473873073111e-05,-2.44799570745536e-05,1.25357644794696e-05,NaN,NaN,NaN,3.65568491768133e-06,-5.59799324287997e-06,2.08968379576906e-07,-2.08968379570009e-07,5.9972230480462e-07,0,1,0
2313.5232,1.41722028252554e-07,-2.20828138550646e-07,-7.91061102982838e-08,5.45907544301814e-07,-1.67050578707037e-07,-1.67050578707132e-07,NaN,-1.11191303059254e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4990394044016e-05,-4.71694531990697e-05,-8.80691492965147e-06,8.80691492965295e-06,2.25935198255704e-05,-4.04898379138101e-05,-3.96165615892342e-05,-8.01063995030379e-05,NaN,-9.93836423810812e-05,4.57402819733234e-05,NaN,-6.61734973542988e-05,3.46384581226193e-05,5.38390158634528e-06,-2.84394605135589e-05,-2.30555589272205e-05,1.22730726104808e-05,NaN,NaN,NaN,3.57833854712826e-06,-5.45562109406083e-06,1.96274762170912e-07,-1.96274762164105e-07,5.97533872599405e-07,0,0,0
2313.6256,1.43763519252329e-07,-2.27565708803747e-07,-8.38021895516096e-08,5.36194284917836e-07,-1.67852573164296e-07,-1.67852573164393e-07,NaN,-3.6018603756005e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.20596913408615e-05,-4.62953180863557e-05,-8.56215891749721e-06,8.5621589174984e-06,2.13410579021329e-05,-3.39356827384428e-05,-4.2112151626955e-05,-7.60478343653917e-05,NaN,-9.54895631492874e-05,4.42988777909073e-05,NaN,-6.21224875653114e-05,3.39169891410427e-05,6.40905431710694e-06,-2.79079571654481e-05,-2.1498902848348e-05,1.20426066853495e-05,NaN,NaN,NaN,3.5010603673888e-06,-5.31535127789908e-06,1.85272498985947e-07,-1.85272498979233e-07,5.90425484269231e-07,0,0,0
2313.728,1.47292192882229e-07,-2.32250007957469e-07,-8.49578150754331e-08,5.26728524484076e-07,-1.67549662746174e-07,-1.67549662746272e-07,NaN,-6.15928276485314e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.94433419167525e-05,-4.57172512614913e-05,-8.51379488450582e-06,8.51379488450672e-06,2.01360717865016e-05,-2.85780333707489e-05,-4.44695447034935e-05,-7.30475780742363e-05,NaN,-9.12491625068942e-05,4.24018591601688e-05,NaN,-5.78867364205389e-05,3.31458895550774e-05,7.58717193000493e-06,-2.75043903793931e-05,-1.99172184493949e-05,1.18555204101525e-05,NaN,NaN,NaN,3.42241612890901e-06,-5.17486997577575e-06,1.75640658981171e-07,-1.75640658974545e-07,5.75991987362281e-07,0,0,0
2313.8304,1.51951974281593e-07,-2.34859477946109e-07,-8.29075036647102e-08,5.17295332927546e-07,-1.66087763275659e-07,-1.66087763275758e-07,NaN,-8.83487740445317e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.72059372671689e-05,-4.54961617255359e-05,-8.72139161663359e-06,8.72139161663419e-06,1.89744732524611e-05,-2.48790837472632e-05,-4.62718975652647e-05,-7.11509813125218e-05,NaN,-8.66828601105107e-05,4.00334524045651e-05,NaN,-5.34695877389629e-05,3.22503535193482e-05,8.83058156597267e-06,-2.72527803425558e-05,-1.84221987765898e-05,1.17212039158299e-05,NaN,NaN,NaN,3.33876661491521e-06,-5.02842939230502e-06,1.66932816803048e-07,-1.6693281679651e-07,5.51365267405862e-07,0,0,0
2313.9328,1.57305534264605e-07,-2.35488826528896e-07,-7.81832922644851e-08,5.07660796699957e-07,-1.63479956908765e-07,-1.63479956908866e-07,NaN,-1.17055476451504e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.53419720047044e-05,-4.56394041235259e-05,-9.22142391593871e-06,9.22142391593904e-06,1.78224888738975e-05,-2.30220663530062e-05,-4.72576385822242e-05,-7.02797049352245e-05,NaN,-8.17900686603253e-05,3.71898370338437e-05,NaN,-4.88303537588061e-05,3.11446707203386e-05,1.00325876752757e-05,-2.714956406644e-05,-1.71169763911709e-05,1.16455760815954e-05,NaN,NaN,NaN,3.24504983661416e-06,-4.86805641461969e-06,1.58653933498329e-07,-1.58653933491882e-07,5.13830783163484e-07,0,0,0
2314.0352,1.62897519704938e-07,-2.34335227788657e-07,-7.14377080839138e-08,4.97572861698612e-07,-1.59806515410896e-07,-1.59806515410999e-07,NaN,-1.48530388050389e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.37859377620707e-05,-4.60995343939645e-05,-1.0021364181531e-05,1.00213641815311e-05,1.66280910858012e-05,-2.2876132420775e-05,-4.73688162575199e-05,-7.02449486782888e-05,NaN,-7.65562512336696e-05,3.38898279710803e-05,NaN,-4.38966760748195e-05,2.97428955168429e-05,1.1084635525878e-05,-2.71699069419208e-05,-1.60852714160493e-05,1.16294307203782e-05,NaN,NaN,NaN,3.13588617123563e-06,-4.68525647390672e-06,1.50338277286713e-07,-1.50338277280359e-07,4.61528543545259e-07,0,0,0
2314.1376,1.68315034675371e-07,-2.31675496985105e-07,-6.33604623099295e-08,4.86774769968463e-07,-1.55209083419322e-07,-1.55209083419426e-07,NaN,-1.83394096791525e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.24326583654328e-05,-4.67819217707753e-05,-1.10968550705849e-05,1.10968550705847e-05,1.53367839416018e-05,-2.40135913863847e-05,-4.67506142224871e-05,-7.07642056088656e-05,NaN,-7.09692827257192e-05,3.01842282384383e-05,NaN,-3.85902898689332e-05,2.79744448252618e-05,1.18928550582513e-05,-2.72775434213401e-05,-1.53846883630952e-05,1.16675528217145e-05,NaN,NaN,NaN,3.00685058369968e-06,-4.47298361321319e-06,1.41606072216291e-07,-1.41606072210038e-07,3.94049744596503e-07,0,0,0
2314.24,1.73238550607939e-07,-2.27835506599604e-07,-5.45969559918596e-08,4.75038156126668e-07,-1.49879462513643e-07,-1.49879462513749e-07,NaN,-2.21825337451868e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.11649375597585e-05,-4.75605254186939e-05,-1.23920512824693e-05,1.23920512824689e-05,1.3908986072145e-05,-2.57911538025984e-05,-4.57016563438636e-05,-7.14928101464559e-05,NaN,-6.50415926407825e-05,2.61612627308225e-05,NaN,-3.28609538108987e-05,2.58016573052905e-05,1.23890270763711e-05,-2.74333862763827e-05,-1.50443592000179e-05,1.17490454030597e-05,NaN,NaN,NaN,2.8556885597664e-06,-4.22753323520914e-06,1.32199210774733e-07,-1.32199210768592e-07,3.12755669581025e-07,0,0,0
2314.3424,1.77474390169054e-07,-2.23156937773811e-07,-4.5682547604952e-08,4.62202059865029e-07,-1.44044127230002e-07,-1.44044127230109e-07,NaN,-2.63382479334231e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.98799365148983e-05,-4.82984978727881e-05,-1.38240968210006e-05,1.38240968209998e-05,1.23339282414331e-05,-2.74786945898405e-05,-4.45944839088465e-05,-7.20731784986808e-05,NaN,-5.88297411156681e-05,2.19457647983666e-05,NaN,-2.67163260947585e-05,2.32331261072289e-05,1.25348056888017e-05,-2.75998999549848e-05,-1.50650942661892e-05,1.18584728168194e-05,NaN,NaN,NaN,2.68312563266251e-06,-3.94981808189355e-06,1.22010133186833e-07,-1.22010133180816e-07,2.20753002760616e-07,0,0,0
2314.4448,1.80962318242789e-07,-2.17967815018883e-07,-3.70054967762892e-08,4.48192313101599e-07,-1.37945606223417e-07,-1.37945606223526e-07,NaN,-3.06975193658235e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.85039188136249e-05,-4.88693781090859e-05,-1.52927453610698e-05,1.52927453610688e-05,1.06349976148486e-05,-2.83932437760713e-05,-4.37936948364182e-05,-7.21869386124833e-05,NaN,-5.24418115297214e-05,1.7689740243969e-05,NaN,-2.02341047150226e-05,2.03274486731424e-05,1.2321799749239e-05,-2.7741983278219e-05,-1.54201835289859e-05,1.19772388360424e-05,NaN,NaN,NaN,2.49296791396325e-06,-3.64555668100412e-06,1.11104502525788e-07,-1.11104502519908e-07,1.22572168945357e-07,0,1,0
2314.5472,1.83762600647723e-07,-2.12558635359978e-07,-2.87960347124504e-08,4.33006772607192e-07,-1.31821108944373e-07,-1.31821108944484e-07,NaN,-3.51004589263367e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.69935298959754e-05,-4.91766060657731e-05,-1.66943623882144e-05,1.66943623882131e-05,8.86655239936192e-06,-2.80060238119389e-05,-4.35894549151218e-05,-7.15954787270545e-05,NaN,-4.60293421041618e-05,1.35548598575894e-05,NaN,-1.35520100217288e-05,1.7186214108765e-05,1.17700276759163e-05,-2.78273489516164e-05,-1.60573212757058e-05,1.20852708207913e-05,NaN,NaN,NaN,2.29153343329874e-06,-3.32442000053273e-06,9.97192405150415e-08,-9.97192405093074e-08,2.36355895411528e-08,0,1,0
2314.6496,1.86033259007046e-07,-2.07162871626139e-07,-2.11296126192869e-08,4.16678750304394e-07,-1.25880218176056e-07,-1.25880218176169e-07,NaN,-3.93606348676009e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.53321265574727e-05,-4.91703120567318e-05,-1.79369489179041e-05,1.79369489179026e-05,7.10674424961504e-06,-2.6015429055713e-05,-4.41504217057974e-05,-7.01658507615042e-05,NaN,-3.97702236332219e-05,9.69245516563133e-06,NaN,-6.84437836448258e-06,1.39398765297701e-05,1.09261604927123e-05,-2.78291768859281e-05,-1.69030163932213e-05,1.21633132454599e-05,NaN,NaN,NaN,2.086782449717e-06,-2.99869002142648e-06,8.82184168812099e-08,-8.82184168756194e-08,-7.0387332811468e-08,0,1,0
2314.752,1.88001987268896e-07,-2.0194340948531e-07,-1.39414222166082e-08,3.99248972439544e-07,-1.20286592566037e-07,-1.20286592566152e-07,NaN,-4.32915820988397e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3529114735732e-05,-4.88586693705493e-05,-1.89518246153134e-05,1.89518246153116e-05,5.44947151920077e-06,-2.23851479622854e-05,-4.54973441405078e-05,-6.78824921027868e-05,NaN,-3.38517599826413e-05,6.22832923550889e-06,NaN,-2.9821821307296e-07,1.07314555250095e-05,9.86164644821423e-06,-2.77313609813773e-05,-1.78697145331683e-05,1.21956143846182e-05,NaN,NaN,NaN,1.88747523441183e-06,-2.68193687836116e-06,7.70099504980792e-08,-7.7009950492629e-08,-1.54231800731526e-07,0,0,0
2314.8544,1.89928622523013e-07,-1.96989406217116e-07,-7.06078369429622e-09,3.80768079380749e-07,-1.15149101384704e-07,-1.15149101384821e-07,NaN,-4.67310316866449e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.16202478206153e-05,-4.83090447230384e-05,-1.96992725793872e-05,1.96992725793852e-05,3.99431348225071e-06,-1.73396531362319e-05,-4.75013049654275e-05,-6.48409581016529e-05,NaN,-2.84563730087462e-05,3.25530823053832e-06,NaN,5.90593339443584e-06,7.70041483146789e-06,8.66815467340734e-06,-2.75332809911712e-05,-1.8865126317769e-05,1.21722498857404e-05,NaN,NaN,NaN,1.70238672019726e-06,-2.38776914270756e-06,6.64520109763523e-08,-6.64520109710287e-08,-2.23596798381452e-07,0,0,0
2314.9568,1.92056028789263e-07,-1.92326133923607e-07,-2.70105134537365e-10,3.61325674965252e-07,-1.10523916214374e-07,-1.10523916214493e-07,NaN,-4.95615028350886e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.96616056227555e-05,-4.76352464455468e-05,-2.01681137044936e-05,2.01681137044914e-05,2.83241915004354e-06,-1.13096754588033e-05,-4.99086912115389e-05,-6.12183666703352e-05,NaN,-2.37452569785028e-05,8.30669789148044e-07,NaN,1.16111365972185e-05,4.96745157882088e-06,7.44866326060639e-06,-2.72508549849817e-05,-1.98021917243803e-05,1.20901340286719e-05,NaN,NaN,NaN,1.53945380273704e-06,-2.12847765486586e-06,5.67864491986759e-08,-5.67864491934576e-08,-2.75526901588748e-07,0,0,0
2315.0592,1.94557370289736e-07,-1.87934902495635e-07,6.62246779390751e-09,3.41084089766602e-07,-1.06424014689443e-07,-1.06424014689564e-07,NaN,-5.17263468123646e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77162235317363e-05,-4.6972187732146e-05,-2.03710851450627e-05,2.03710851450604e-05,2.02977365217788e-06,-4.83330075598987e-06,-5.23896552785043e-05,-5.72229560344865e-05,NaN,-1.98369919785098e-05,-1.02530745953201e-06,NaN,1.67010127381946e-05,2.62235110289626e-06,6.30769621662679e-06,-2.69142337912588e-05,-2.06065375746368e-05,1.19520896654365e-05,NaN,NaN,NaN,1.40483981149017e-06,-1.91356114499817e-06,4.81158817633815e-08,-4.8115881758247e-08,-3.08568840263095e-07,0,0,0
2315.1616,1.97494917189872e-07,-1.83775982780074e-07,1.37189344096052e-08,3.20297346333645e-07,-1.02830457730125e-07,-1.02830457730249e-07,NaN,-5.3238812871479e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.58398801401432e-05,-4.64453250058162e-05,-2.03387124310461e-05,2.03387124310438e-05,1.61278233520179e-06,1.56174892673863e-06,-5.46002440127301e-05,-5.30384950859832e-05,NaN,-1.67866837592609e-05,-2.33002013343855e-06,NaN,2.11124628907276e-05,7.17878013664361e-07,5.34492536576854e-06,-2.65640754365082e-05,-2.12191500707444e-05,1.17642995579581e-05,NaN,NaN,NaN,1.30206810921855e-06,-1.74837446515594e-06,4.04137161262628e-08,-4.04137161211869e-08,-3.22733619522628e-07,0,0,0
2315.264,2.00803756941696e-07,-1.79807544588065e-07,2.09962123534379e-08,2.99308094716926e-07,-9.97016151747421e-08,-9.97016151748692e-08,NaN,-5.41808806630852e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4071915888487e-05,-4.61445636837026e-05,-2.01138743073315e-05,2.01138743073291e-05,1.56128328532372e-06,7.45496584290046e-06,-5.62400844343812e-05,-4.87851185914715e-05,NaN,-1.45754311398681e-05,-3.13637099369566e-06,NaN,2.48385791375674e-05,-7.29367191345535e-07,4.65146305431132e-06,-2.62467126678741e-05,-2.15952496135675e-05,1.15334255600134e-05,NaN,NaN,NaN,1.23147706771928e-06,-1.63328902402887e-06,3.35466484118606e-08,-3.35466484068191e-08,-3.19352544542589e-07,0,0,0
2315.3664,2.04303216425658e-07,-1.75996279499193e-07,2.83069369262714e-08,2.78528620505304e-07,-9.69798612480046e-08,-9.69798612481349e-08,NaN,-5.46908259518385e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.24323650729641e-05,-4.61091802127393e-05,-1.97477461182635e-05,1.97477461182611e-05,1.8110479033989e-06,1.25765071640569e-05,-5.70856441551595e-05,-4.45091369910924e-05,NaN,-1.31145158319891e-05,-3.52636369575656e-06,NaN,2.79200872668337e-05,-1.73289357869219e-06,4.30612336444402e-06,-2.60085471343258e-05,-2.17024237698864e-05,1.12648241877111e-05,NaN,NaN,NaN,1.19022514602864e-06,-1.56371946421253e-06,2.72972774143967e-08,-2.72972774093721e-08,-3.00924367418382e-07,0,0,0
