time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,SART_Target,SART_NonTarget,SART_Probe
3044.0448,-6.18403450633278e-07,1.44354287743031e-07,-4.74049162890398e-07,-3.43989132765133e-07,2.88746645128353e-07,2.88746645128766e-07,NaN,6.65083137088218e-08,4.98074133199251e-07,1.122306449764e-06,NaN,1.36679026267279e-06,-1.80774491151969e-07,2.45302570822972e-07,6.45280796712203e-08,-3.21894807240235e-07,4.32180768709121e-08,-2.78676730369299e-07,1.55141815413927e-07,-1.04144135682092e-06,1.55141815414964e-07,2.32220861127504e-08,4.19939805222307e-07,NaN,NaN,NaN,4.16554021683692e-07,NaN,NaN,-2.16611181911303e-07,-7.84441158647034e-06,1.05530351105039e-05,2.70862352404274e-06,NaN,9.82524749893769e-08,5.91022846483943e-07,2.39867521258927e-07,5.53386665842587e-08,5.53386665844557e-08,1.61498447518076e-07,NaN,NaN,NaN,3.9991145025971e-07,1.75843063697246e-07,NaN,6.52032318444258e-08,2.1006332036867e-07,-2.3530728997355e-07,2.35307289973621e-07,4.26361576390169e-07,0,1,0
3044.1472,-6.14042735022027e-07,1.92687625237307e-07,-4.2135510978487e-07,-3.30324992088591e-07,3.10295802552625e-07,3.10295802553049e-07,NaN,7.92930455124639e-08,5.05977152418653e-07,1.1735100820574e-06,NaN,1.44286095198167e-06,-2.31207891070627e-07,2.52019245052252e-07,2.0811353981841e-08,-3.4444934868721e-07,5.71456650561897e-08,-2.87303683630993e-07,1.35690832446267e-07,-1.06790958467971e-06,1.35690832447317e-07,2.73611066192131e-08,4.27096606071119e-07,NaN,NaN,NaN,4.32412651871353e-07,NaN,NaN,-1.62595094977353e-07,-7.98232869694764e-06,1.07684434945219e-05,2.78611479758338e-06,NaN,1.10285367830417e-07,6.08662380669305e-07,2.47362124008138e-07,8.12375605849973e-08,8.12375605851967e-08,1.59727798598484e-07,NaN,NaN,NaN,4.1249346696599e-07,1.95154083744923e-07,NaN,6.1689197656911e-08,1.71612697718139e-07,-2.35323596683157e-07,2.3532359668323e-07,4.24802606853379e-07,0,1,0
3044.2496,-6.10306014465369e-07,2.36783863449362e-07,-3.73522151016157e-07,-3.18149277265388e-07,3.28343747400274e-07,3.28343747400708e-07,NaN,9.12441230691195e-08,5.12285375306432e-07,1.21377562721094e-06,NaN,1.50313739709361e-06,-2.86578938980362e-07,2.54394152152723e-07,-3.21847868274256e-08,-3.67841223130696e-07,7.19185778274464e-08,-2.95922645303218e-07,1.10845821955426e-07,-1.0907261425408e-06,1.1084582195649e-07,2.83290146794088e-08,4.34803437996783e-07,NaN,NaN,NaN,4.45508285912835e-07,NaN,NaN,-1.06625706758673e-07,-8.16231569739813e-06,1.10068094967448e-05,2.84449379935564e-06,NaN,1.20355508710267e-07,6.19067809628757e-07,2.54242039242225e-07,1.04266274991589e-07,1.04266274991791e-07,1.56105965648833e-07,NaN,NaN,NaN,4.26377004803756e-07,2.16639551309774e-07,NaN,5.72999466573991e-08,1.34351974741125e-07,-2.36676079476334e-07,2.36676079476408e-07,4.2309425697564e-07,0,1,0
3044.352,-6.04739626419155e-07,2.75552474810233e-07,-3.29187151609071e-07,-3.07597790684121e-07,3.41673235678385e-07,3.41673235678828e-07,NaN,1.01718223519419e-07,5.18443925920337e-07,1.24301191432872e-06,NaN,1.54708283205111e-06,-3.41140021702413e-07,2.53289904980258e-07,-8.78501167219422e-08,-3.8937444906818e-07,8.73241115562476e-08,-3.02050337511898e-07,8.39590272898738e-08,-1.10446786895165e-06,8.39590272909506e-08,2.70899895074391e-08,4.4323954217762e-07,NaN,NaN,NaN,4.55299842578326e-07,NaN,NaN,-5.00350748418944e-08,-8.41286418165763e-06,1.12686822773638e-05,2.85581809571507e-06,NaN,1.28432263936225e-07,6.23133144323841e-07,2.5899122346458e-07,1.23908259853795e-07,1.23908259854e-07,1.51461260067468e-07,NaN,NaN,NaN,4.41410802431633e-07,2.39708053284329e-07,NaN,5.25898980388891e-08,9.94204334649072e-08,-2.39831705520254e-07,2.3983170552033e-07,4.2064051637e-07,0,0,0
3044.4544,-5.95383425585858e-07,3.0822046605383e-07,-2.87162959532173e-07,-2.98073897283784e-07,3.49575763975252e-07,3.49575763975701e-07,NaN,1.10004595362413e-07,5.25673024984513e-07,1.26148546426371e-06,NaN,1.5749296114216e-06,-3.89866380449347e-07,2.49722504487472e-07,-1.40143875961663e-07,-4.06851044870866e-07,1.03010071511648e-07,-3.0384097335918e-07,5.84931237067652e-08,-1.10311146865769e-06,5.84931237078517e-08,2.46861444315706e-08,4.52715471887513e-07,NaN,NaN,NaN,4.61528479900982e-07,NaN,NaN,5.29033277152978e-09,-8.75649516693185e-06,1.15523971345984e-05,2.79590196767542e-06,NaN,1.34590133221772e-07,6.22044528683795e-07,2.60350112329197e-07,1.40111899467834e-07,1.40111899468041e-07,1.46709200104286e-07,NaN,NaN,NaN,4.57222705472958e-07,2.63530391053743e-07,NaN,4.8237377274571e-08,6.77924323249412e-08,-2.45333343489353e-07,2.45333343489433e-07,4.1703184942126e-07,0,0,0
3044.5568,-5.80865233161941e-07,3.34484685737862e-07,-2.46380547424217e-07,-2.88441581531169e-07,3.51858026749985e-07,3.51858026750436e-07,NaN,1.15379549083024e-07,5.34863351753182e-07,1.26995347206736e-06,NaN,1.58785260879067e-06,-4.2891645187072e-07,2.44759498091824e-07,-1.84156953778685e-07,-4.18736268776189e-07,1.18540492594899e-07,-3.00195776181251e-07,3.76780293217892e-08,-1.08071542199989e-06,3.76780293228769e-08,2.21065732210992e-08,4.6361436270956e-07,NaN,NaN,NaN,4.64208909647511e-07,NaN,NaN,5.72340255600134e-08,-9.19998478507086e-06,1.18505885869208e-05,2.65060380185879e-06,NaN,1.39020248821245e-07,6.17151972929647e-07,2.5749714048136e-07,1.53282130578297e-07,1.53282130578506e-07,1.42832257187963e-07,NaN,NaN,NaN,4.73358349041485e-07,2.87225016500329e-07,NaN,4.49923344261783e-08,4.02094295228599e-08,-2.53724649075676e-07,2.53724649075759e-07,4.12134629253526e-07,0,0,0
3044.6592,-5.60403531052526e-07,3.54542829232592e-07,-2.05860701820065e-07,-2.77282614153467e-07,3.48777520277826e-07,3.48777520278275e-07,NaN,1.17179415707235e-07,5.46532064250063e-07,1.2696429797158e-06,NaN,1.58787275509008e-06,-4.5583852196092e-07,2.39425227048033e-07,-2.16413294912675e-07,-4.24195843845781e-07,1.33431706883974e-07,-2.90764136961767e-07,2.42591798131249e-08,-1.03220796072595e-06,2.42591798142029e-08,2.0195388651185e-08,4.76310345240421e-07,NaN,NaN,NaN,4.63591202122719e-07,NaN,NaN,1.03706265775105e-07,-9.72775759190012e-06,1.21475780698975e-05,2.41982047800627e-06,NaN,1.42013155594181e-07,6.09834426534792e-07,2.50108931785477e-07,1.64163282463071e-07,1.64163282463281e-07,1.40811005073031e-07,NaN,NaN,NaN,4.89399608289185e-07,3.09993294231674e-07,NaN,4.35878627928287e-08,1.71447531488983e-08,-2.65449589078021e-07,2.65449589078109e-07,4.06052791810331e-07,0,0,0
3044.7616,-5.33759859015954e-07,3.69023383864605e-07,-1.64736475151472e-07,-2.63210625613537e-07,3.40932996030762e-07,3.40932996031203e-07,NaN,1.14899964294948e-07,5.60843962682773e-07,1.26212513089301e-06,NaN,1.57758043784699e-06,-4.69575871377034e-07,2.34617765963694e-07,-2.34958105413129e-07,-4.23037492553203e-07,1.47180772256467e-07,-2.75856720296695e-07,2.03531768530002e-08,-9.54130721905919e-07,2.03531768540559e-08,1.95811794828096e-08,4.9107727116896e-07,NaN,NaN,NaN,4.60118968707146e-07,NaN,NaN,1.42836199204956e-07,-1.03002288568684e-05,1.24181746115504e-05,2.117945754691e-06,NaN,1.4392276901366e-07,6.01376247906893e-07,2.38309388950412e-07,1.73648940680907e-07,1.73648940681115e-07,1.41517924585221e-07,NaN,NaN,NaN,5.05074815537548e-07,3.31199954338043e-07,NaN,4.46337002491955e-08,-1.20816848811356e-09,-2.80705365561975e-07,2.80705365562068e-07,3.98985636486538e-07,0,0,0
3044.864,-5.01186463372411e-07,3.78869285721504e-07,-1.22317177651019e-07,-2.45194065197865e-07,3.29142921780373e-07,3.291429217808e-07,NaN,1.08312678618045e-07,5.77700930345675e-07,1.24918536014575e-06,NaN,1.55984940355734e-06,-4.70344562627426e-07,2.31047508453086e-07,-2.39297054174128e-07,-4.15609998261507e-07,1.59313343035226e-07,-2.56296655226241e-07,2.74024674038775e-08,-8.45246714943141e-07,2.74024674048969e-08,2.06294769445311e-08,5.08000173842065e-07,NaN,NaN,NaN,4.54402306672156e-07,NaN,NaN,1.73124911910051e-07,-1.08573735410441e-05,1.26284329667246e-05,1.7710594256897e-06,NaN,1.45128316672821e-07,5.92876522209529e-07,2.22555052264852e-07,1.82584568363323e-07,1.8258456836353e-07,1.45610012941322e-07,NaN,NaN,NaN,5.20363364592631e-07,3.50416473002731e-07,NaN,4.85228940903374e-08,-1.4931446620937e-08,-2.99268357344576e-07,2.99268357344675e-07,3.91049714689937e-07,0,0,0
3044.9664,-4.63393127169093e-07,3.85223297232364e-07,-7.81698299368322e-08,-2.22816591900821e-07,3.14340151052159e-07,3.14340151052567e-07,NaN,9.75628121622546e-08,5.96867033896456e-07,1.232749292394e-06,NaN,1.5376526930491e-06,-4.5944075374849e-07,2.2920838668306e-07,-2.30232367065218e-07,-4.02699621468458e-07,1.69457085970172e-07,-2.33242535498248e-07,4.61757101509392e-08,-7.06984914561016e-07,4.61757101519101e-08,2.34374800220011e-08,5.26890630870113e-07,NaN,NaN,NaN,4.47199378853966e-07,NaN,NaN,1.93576660256129e-07,-1.13262565670816e-05,1.27386307483006e-05,1.41237418122844e-06,NaN,1.46006368733007e-07,5.85199542255567e-07,2.03510352852843e-07,1.91620524526951e-07,1.91620524527154e-07,1.53460597635704e-07,NaN,NaN,NaN,5.35555367902211e-07,3.67439561212287e-07,NaN,5.53771311645004e-08,-2.43648098559474e-08,-3.20358986366805e-07,3.2035898636691e-07,3.82140958677867e-07,0,0,0
