time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,SART_Target,SART_NonTarget,SART_Probe
1732.096,2.23745384527859e-07,-1.50629369677064e-07,7.31160148506138e-08,-1.61987734707672e-06,3.46290742443752e-06,3.46290742443699e-06,NaN,-2.41358257841249e-06,-6.35236011160094e-07,-2.01589139408655e-06,-4.55375316112811e-06,-2.01589139408432e-06,NaN,NaN,NaN,NaN,NaN,4.9582534504896e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.00318772859808e-06,-2.50814318575641e-07,4.75237341002166e-06,-1.38271073890614e-06,-4.68081815750227e-06,-6.06352889641064e-06,2.21713057351472e-06,-4.9313153494789e-07,-4.93131534948061e-07,NaN,NaN,NaN,NaN,NaN,NaN,-7.48055482225933e-07,NaN,NaN,NaN,NaN,NaN,0,1,0
1732.1984,2.31379620727407e-07,-1.71795753573441e-07,5.95838671537826e-08,-1.68171386707124e-06,3.29311787146903e-06,3.29311787146848e-06,NaN,-2.42544854346565e-06,-7.05017411309935e-07,-1.67990958339525e-06,-4.23603430348183e-06,-1.67990958339298e-06,NaN,NaN,NaN,NaN,NaN,5.16779076659235e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7395218881458e-06,-2.31102697095765e-07,4.50841919104927e-06,-1.23365441061928e-06,-5.15828560136916e-06,-6.39194001199053e-06,2.29545106294862e-06,-5.02753357428224e-07,-5.02753357428406e-07,NaN,NaN,NaN,NaN,NaN,NaN,-7.57083342866356e-07,NaN,NaN,NaN,NaN,NaN,0,1,0
1732.3008,2.36947479584811e-07,-1.92969971824389e-07,4.39775077602355e-08,-1.71459124750974e-06,3.08156072660911e-06,3.08156072660854e-06,NaN,-2.40615994820378e-06,-7.66910712810761e-07,-1.3462076424588e-06,-3.95062619179483e-06,-1.34620764245652e-06,NaN,NaN,NaN,NaN,NaN,4.94743669730909e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3652234253956e-06,-9.59184830336831e-08,4.26930494236117e-06,-1.11816302553834e-06,-5.52340091949853e-06,-6.64156394503886e-06,2.36876280500748e-06,-5.09073573542061e-07,-5.09073573542253e-07,NaN,NaN,NaN,NaN,NaN,NaN,-7.81133828183957e-07,NaN,NaN,NaN,NaN,NaN,0,1,0
1732.4032,2.4096843817477e-07,-2.14380885580357e-07,2.65875525942243e-08,-1.70244956254473e-06,2.82694602027883e-06,2.82694602027823e-06,NaN,-2.35172627737809e-06,-8.19839353281834e-07,-1.01884129824383e-06,-3.69314433038355e-06,-1.01884129824154e-06,NaN,NaN,NaN,NaN,NaN,4.24506677948385e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.89336869430602e-06,1.41111224450295e-07,4.03447991875559e-06,-1.06157067382136e-06,-5.75637529664938e-06,-6.81794597047266e-06,2.43723883682379e-06,-5.1365393710714e-07,-5.13653937107346e-07,NaN,NaN,NaN,NaN,NaN,NaN,-8.18978542194196e-07,NaN,NaN,NaN,NaN,NaN,0,0,0
1732.5056,2.44026689578485e-07,-2.3617464762157e-07,7.85204195672345e-09,-1.63133258401752e-06,2.53077301008096e-06,2.53077301008032e-06,NaN,-2.26065912947698e-06,-8.62850827607221e-07,-7.00572721804291e-07,-3.45866380248293e-06,-7.00572721802008e-07,NaN,NaN,NaN,NaN,NaN,3.07310802653372e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.34311849697117e-06,4.5997784117903e-07,3.8030963381495e-06,-1.08320410559674e-06,-5.84609877449101e-06,-6.92930288008961e-06,2.50044527175817e-06,-5.1761809795578e-07,-5.17618097955998e-07,NaN,NaN,NaN,NaN,NaN,NaN,-8.68193835888288e-07,NaN,NaN,NaN,NaN,NaN,0,0,0
1732.608,2.46565394226971e-07,-2.58223269288731e-07,-1.16578750619557e-08,-1.49235533949514e-06,2.19846636762735e-06,2.19846636762667e-06,NaN,-2.1341774266105e-06,-8.94965149650747e-07,-3.93315439664736e-07,-3.24322524377997e-06,-3.93315439662472e-07,NaN,NaN,NaN,NaN,NaN,1.52198765539955e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73662101112499e-06,8.37733213949999e-07,3.5743542250743e-06,-1.19385076956401e-06,-5.78790681855323e-06,-6.98175758811905e-06,2.55645819933846e-06,-5.21074446866951e-07,-5.2107444686718e-07,NaN,NaN,NaN,NaN,NaN,NaN,-9.2527251445714e-07,NaN,NaN,NaN,NaN,NaN,0,0,0
1732.7104,2.48726220113172e-07,-2.80019761297861e-07,-3.1293541184888e-08,-1.28417440855501e-06,1.84008302734205e-06,1.84008302734133e-06,NaN,-1.97617301811705e-06,-9.15012612449135e-07,-9.85113702162674e-08,-3.04520936289094e-06,-9.85113702140244e-08,NaN,NaN,NaN,NaN,NaN,-2.33028774497665e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09675371258568e-06,1.25092125604504e-06,3.34767496863004e-06,-1.39524991774731e-06,-5.58106143829775e-06,-6.97631135604683e-06,2.60133731605406e-06,-5.22746694501583e-07,-5.2274669450182e-07,NaN,NaN,NaN,NaN,NaN,NaN,-9.85959645686047e-07,NaN,NaN,NaN,NaN,NaN,0,0,0
1732.8128,2.50265578690352e-07,-3.00685076522333e-07,-5.04194978321811e-08,-1.01422808728525e-06,1.4702742099614e-06,1.47027420996064e-06,NaN,-1.7929919980987e-06,-9.21567174313892e-07,1.82686075120004e-07,-2.86631994502564e-06,1.82686075122209e-07,NaN,NaN,NaN,NaN,NaN,-1.93643802241819e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.44599212273014e-06,1.67679809555159e-06,3.12279021828104e-06,-1.6814836835336e-06,-5.22680103614182e-06,-6.90828471967717e-06,2.62913660913441e-06,-5.19957675596089e-07,-5.19957675596326e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.04576346444817e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1732.9152,2.50548336805341e-07,-3.19071300771251e-07,-6.85229639661135e-08,-6.98536049649809e-07,1.10724180400615e-06,1.10724180400536e-06,NaN,-1.59295496527597e-06,-9.13077390762078e-07,4.49382252718465e-07,-2.71173796449233e-06,4.49382252720621e-07,NaN,NaN,NaN,NaN,NaN,-3.27029342091419e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.05828186989921e-07,2.09397676178254e-06,2.89980494877177e-06,-2.04137596030011e-06,-4.72724914369287e-06,-6.76862510399473e-06,2.63243461374529e-06,-5.08962627964029e-07,-5.08962627964263e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.1005707582822e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.0176,2.48609906633027e-07,-3.33921424483241e-07,-8.53115178504199e-08,-3.60174650995736e-07,7.70632333208236e-07,7.70632333207401e-07,NaN,-1.38552220881593e-06,-8.88209039035101e-07,7.01012929807235e-07,-2.5892332731579e-06,7.01012929809334e-07,NaN,NaN,NaN,NaN,NaN,-3.88402541151164e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9604729718111e-07,2.48311444615736e-06,2.67916174333776e-06,-2.46083647879625e-06,-4.08513581497202e-06,-6.54597229377002e-06,2.6032422243293e-06,-4.85507455659134e-07,-4.8550745565936e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.14722377529782e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.12,2.4327615931696e-07,-3.4403375455248e-07,-1.00757595235727e-07,-2.67590496921795e-08,4.78754339040708e-07,4.78754339039833e-07,NaN,-1.18021852756393e-06,-8.46330166974706e-07,9.37499618384608e-07,-2.50741943151298e-06,9.37499618386638e-07,NaN,NaN,NaN,NaN,NaN,-3.43511113215102e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.66365107876135e-07,2.82779996748563e-06,2.46143485960877e-06,-2.92419361622171e-06,-3.30454807123269e-06,-6.2287416874562e-06,2.53409535393741e-06,-4.45499817396698e-07,-4.4549981739691e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.18382861261449e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.2224,2.3333848542023e-07,-3.48389463512799e-07,-1.15050978092778e-07,2.72669275796277e-07,2.45910668827045e-07,2.45910668826134e-07,NaN,-9.85611710247744e-07,-7.88029879571615e-07,1.15936672313648e-06,-2.47368089434308e-06,1.15936672313843e-06,NaN,NaN,NaN,NaN,NaN,-1.63735443895822e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.6831487497848e-07,3.1154138441276e-06,2.24709896914837e-06,-3.41403817955427e-06,-2.3930637699983e-06,-5.80710194955446e-06,2.41917056488631e-06,-3.85756171356802e-07,-3.85756171356995e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.20963463181905e-06,NaN,NaN,NaN,NaN,NaN,1,0,0
1733.3248,2.17787143781185e-07,-3.46237074452001e-07,-1.28449930671027e-07,5.11127215878631e-07,8.06293028859956e-08,8.06293028850426e-08,NaN,-8.08584863834128e-07,-7.15540297359974e-07,1.36768045267743e-06,-2.49253692600746e-06,1.36768045267928e-06,NaN,NaN,NaN,NaN,NaN,1.69192614112209e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.30110506917433e-06,3.33761325555953e-06,2.0365081863844e-06,-3.91010797658587e-06,-1.36491678398797e-06,-5.27502476057587e-06,2.25533798942878e-06,-3.04774594031765e-07,-3.04774594031931e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.2245708297089e-06,NaN,NaN,NaN,NaN,NaN,1,0,0
1733.4272,1.96077771422775e-07,-3.37158963377683e-07,-1.41081191955124e-07,6.673561983193e-07,-1.48089874682734e-08,-1.48089874692646e-08,NaN,-6.53980112545851e-07,-6.32922672054277e-07,1.56378250721534e-06,-2.5650761044835e-06,1.56378250721708e-06,NaN,NaN,NaN,NaN,NaN,6.59677759232329e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.66007495082151e-06,3.49021339500137e-06,1.83013844417901e-06,-4.38892749243598e-06,-2.43666897888546e-07,-4.63259439032674e-06,2.04304920321126e-06,-2.03367743903272e-07,-2.03367743903403e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.22870849910294e-06,NaN,NaN,NaN,NaN,NaN,1,0,0
1733.5296,1.6836351934559e-07,-3.21143418171538e-07,-1.52779898826167e-07,7.29119636972682e-07,-4.36176512662518e-08,-4.36176512672857e-08,NaN,-5.24560875184746e-07,-5.45920148285394e-07,1.74879992509646e-06,-2.68936679691015e-06,1.74879992509809e-06,NaN,NaN,NaN,NaN,NaN,1.29658304178154e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9434338460767e-06,3.57246522602424e-06,1.62903137994662e-06,-4.82616541001601e-06,9.37491460466171e-07,-3.88867394955228e-06,1.78686603941107e-06,-8.49443632489986e-08,-8.49443632490907e-08,NaN,NaN,NaN,NaN,NaN,NaN,-1.22187717847308e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.632,1.35625363578231e-07,-2.98656395492473e-07,-1.63031031914465e-07,6.95337825665981e-07,-1.29539867800715e-08,-1.29539867811473e-08,NaN,-4.21152853462417e-07,-4.61447814100885e-07,1.92298494436598e-06,-2.86108251497627e-06,1.9229849443675e-06,NaN,NaN,NaN,NaN,NaN,2.05340644353095e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1505828978152e-06,3.58598021398872e-06,1.43539731617252e-06,-5.2016701637323e-06,2.13832266084273e-06,-3.06334750289228e-06,1.49546683138652e-06,4.46538641071241e-08,4.46538641070748e-08,NaN,NaN,NaN,NaN,NaN,NaN,-1.20353340895044e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.7344,9.96567291536196e-08,-2.70677718549058e-07,-1.71020989395666e-07,5.76572613807571e-07,6.78487056376453e-08,6.78487056365283e-08,NaN,-3.42867614659642e-07,-3.86748453211654e-07,2.08523323624377e-06,-3.07376798505208e-06,2.08523323624518e-06,NaN,NaN,NaN,NaN,NaN,2.89032058387282e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.28054303082561e-06,3.53374752876369e-06,1.25320449793701e-06,-5.50456524398272e-06,3.31606996587571e-06,-2.18849527811001e-06,1.1810842748222e-06,1.77727344685387e-07,1.77727344685383e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.17292855689544e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.8368,6.28672640641596e-08,-2.3865765999427e-07,-1.75790395930342e-07,3.93796174720574e-07,1.8879237181803e-07,1.88792371816877e-07,NaN,-2.87448060588769e-07,-3.28324079629145e-07,2.23315372919352e-06,-3.31885101492184e-06,2.23315372919483e-06,NaN,NaN,NaN,NaN,NaN,3.75832898820609e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.33123675000413e-06,3.41962560693337e-06,1.08838885692809e-06,-5.73591863854438e-06,4.43097566448087e-06,-1.30494297406682e-06,8.58352758507211e-07,3.05647623588943e-07,3.05647623588985e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.12957560471787e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1733.9392,2.79106927199443e-08,-2.04371397582137e-07,-1.7646070486243e-07,1.75468030024331e-07,3.40261266829032e-07,3.40261266827853e-07,NaN,-2.51742442072383e-07,-2.90859454445211e-07,2.36359424707294e-06,-3.58588776237298e-06,2.36359424707417e-06,NaN,NaN,NaN,NaN,NaN,4.60539497482649e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.29985376872379e-06,3.2482652063254e-06,9.48411437600389e-07,-5.90848456785845e-06,5.45224430323513e-06,-4.56240264626925e-07,5.42607728324574e-07,4.20021508250541e-07,4.20021508250628e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.07390188537258e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1734.0416,-2.76970857883941e-09,-1.69696951852048e-07,-1.7246666043113e-07,-4.68391029882167e-08,5.13578085084312e-07,5.13578085083093e-07,NaN,-2.3212888119957e-07,-2.76402761914791e-07,2.47315396806119e-06,-3.86337045221081e-06,2.47315396806236e-06,NaN,NaN,NaN,NaN,NaN,5.3834086094605e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.18376103067974e-06,3.02501387430217e-06,8.41252843621143e-07,-6.04397955005281e-06,6.36308485367883e-06,3.19105303622119e-07,2.47965197577994e-07,5.13829931972272e-07,5.13829931972399e-07,NaN,NaN,NaN,NaN,NaN,NaN,-1.00787582138623e-06,NaN,NaN,NaN,NaN,NaN,0,0,0
1734.144,-2.73350600541628e-08,-1.36381793606746e-07,-1.63716853661156e-07,-2.4332297784898e-07,7.01077663139509e-07,7.01077663138249e-07,NaN,-2.24711441423392e-07,-2.84021334579193e-07,2.55834760019388e-06,-4.13992119240492e-06,2.558347600195e-06,NaN,NaN,NaN,NaN,NaN,6.05417961672706e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.98127932221406e-06,2.75549951873408e-06,7.74220196518682e-07,-6.16841672028678e-06,7.16276896720427e-06,9.94352246913322e-07,-1.4248773393663e-08,5.82237072869735e-07,5.82237072869898e-07,NaN,NaN,NaN,NaN,NaN,NaN,-9.35362784446395e-07,NaN,NaN,NaN,NaN,NaN,0,0,0
1734.2464,-4.47797769744681e-08,-1.05857795986831e-07,-1.50637572961552e-07,-3.9000825067627e-07,8.95778096272207e-07,8.95778096270913e-07,NaN,-2.25357067437039e-07,-3.1004939391504e-07,2.6154909164632e-06,-4.40530228493488e-06,2.6154909164643e-06,NaN,NaN,NaN,NaN,NaN,6.59293404542113e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.69220947500473e-06,2.44515498191011e-06,7.5294550690398e-07,-6.30621865501564e-06,7.86434441251551e-06,1.55812575749549e-06,-2.36285864885884e-07,6.22886504608278e-07,6.2288650460847e-07,NaN,NaN,NaN,NaN,NaN,NaN,-8.61987846988481e-07,NaN,NaN,NaN,NaN,NaN,0,0,0
