time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22
876.8512,-0.143625861117425,1.79276546791108,0.895051462777331,0.394006514462104,0.938440360023801,0.938440360021601,NaN,0.78106691001287,0.770373702144391,-0.31266251619306,0.086899459797341,-0.312662516193455,0.674163236218444,2.12209547991004,1.76347728500663,-0.61814770138051,0.440388625036776,-0.39574905984737,0.658525028028941,-0.971100228724694,0.658525028031375,-1.46896368769707,1.99251516575051,-0.529654300676136,0.420982157843219,-0.163384694911808,NaN,NaN,0.303978533549293,1.51268090160343,-0.806520410517953,-0.00294712491281916,-1.79466027696038,NaN,-0.304803428160318,-0.788679428392524,2.01512148179295,-0.957545919419022,-0.957545919418194,0.470022937510602,0.459250095732262,0.823561002633746,-3.44785257329644,2.07653593791659,-1.32721104627669,1.61524068936664,0.48597778128336,0.485977781278838,-2.53785588760816,2.53785588760858,0.835403680509788
876.9536,-0.125603677532985,1.77597333758039,0.89603653193501,0.436854129543729,0.886309141388314,0.886309141386217,NaN,0.774364691555763,0.779473932393737,-0.321085046502868,0.102399154504779,-0.321085046503274,0.687177078171452,2.12200397267015,1.77333430298223,-0.619888456148275,0.420454677394381,-0.407805992646934,0.661729724657212,-0.982507377362001,0.66172972465958,-1.46052415734987,1.9752901409329,-0.529925267189669,0.437868855746437,-0.165616254450107,NaN,NaN,0.298918951087281,1.53910378849709,-0.809718200412976,-0.00016764255091622,-1.79706732217251,NaN,-0.294361483689234,-0.784944110055081,2.05470076287585,-0.970721179962815,-0.97072117996205,0.482972566521096,0.460102958529294,0.837464003454823,-3.45912041339788,2.08027041919831,-1.33583440655483,1.64589844664716,0.469803888446424,0.469803888441794,-2.54889719873124,2.54889719873167,0.853852279119968
877.056,-0.106230647024109,1.75857438041672,0.897450199503112,0.478494878817938,0.834349588650508,0.834349588648502,NaN,0.766553615523345,0.788351616412714,-0.329085542686504,0.116157345986203,-0.329085542686922,0.699881475196232,2.12114047132228,1.78250090146995,-0.621617330095858,0.400945845797089,-0.419631251239049,0.664193018865545,-0.993931023176187,0.664193018867848,-1.45145810228237,1.95791242629441,-0.52957046377426,0.454414125559603,-0.167647105637017,NaN,NaN,0.293715896109616,1.56457817885325,-0.812351526099349,0.00288387138095208,-1.79776289589121,NaN,-0.283530567185645,-0.780893260489727,2.09246240107882,-0.984188747372269,-0.98418874737154,0.495737203098925,0.460738645089108,0.851015742333386,-3.46961026230001,2.08338097392176,-1.34437648436038,1.67512717215605,0.453769402072313,0.453769402067572,-2.5594992071771,2.55949920717751,0.871152097899993
877.1584,-0.0855329941863796,1.74059670089302,0.899293029397559,0.518866254633424,0.782629340907191,0.78262934090526,NaN,0.757614296076899,0.796955508953332,-0.336702914224159,0.128140119730767,-0.336702914224587,0.712239712010363,2.11948400710956,1.79093676729423,-0.623339086908773,0.381880088118975,-0.43122035892398,0.665895232728582,-1.00536574087002,0.665895232730828,-1.4417678966727,1.94037289201885,-0.528597830392041,0.470584304411168,-0.169486812618827,NaN,NaN,0.288363541494394,1.58903913823239,-0.814406706530863,0.00619425781349776,-1.79673883861565,NaN,-0.272352027759515,-0.776535914883306,2.12833208429515,-0.997964471187719,-0.997964471187045,0.508353188228633,0.461128667507035,0.864232239608047,-3.47925250104427,2.08583428615243,-1.35279838398673,1.70286469544345,0.437862400470496,0.437862400465687,-2.56960075586135,2.56960075586174,0.887235839117112
877.2608,-0.0635404801458349,1.7220692937289,0.90156408332841,0.557907451167133,0.731215836491835,0.73121583648999,NaN,0.747529872831618,0.805233813936561,-0.343977577275569,0.138317769856098,-0.343977577276006,0.724214933794491,2.11701500784013,1.79860230368302,-0.625058906777169,0.363274274525066,-0.442569821114014,0.66681764005178,-1.01680514043537,0.666817640053972,-1.43145903658069,1.9226630350181,-0.527018502045902,0.486347135129022,-0.171145802928015,NaN,NaN,0.282856619978461,1.6124229479811,-0.815870710246996,0.00974962348172625,-1.79398967086467,NaN,-0.260867873657352,-0.77188165673232,2.16223771839237,-1.01206330088306,-1.01206330088247,0.520857174120944,0.461244013356804,0.877129443902009,-3.48797754503682,2.0875974243558,-1.36106071217129,1.72905085310694,0.422070453401021,0.422070453396176,-2.57914028907075,2.57914028907114,0.90203835170422
877.3632,-0.0402863363070524,1.7030220140017,0.90426094175112,0.59555950019769,0.680176151468719,0.680176151466953,NaN,0.736286013016965,0.813134296996888,-0.350951248857848,0.14666489775917,-0.350951248858293,0.735770249677977,2.11371537963288,1.80545875723278,-0.6267823840882,0.345144291375571,-0.45367706931026,0.666942743589265,-1.02824170256765,0.666942743591398,-1.42054002728112,1.90477486800606,-0.524846744124808,0.501671908488925,-0.172635356863952,NaN,NaN,0.277190447006404,1.63466747916927,-0.816731111410535,0.0135351976889109,-1.78951273725911,NaN,-0.249120542079684,-0.766940559085696,2.1941097185886,-1.02649922612505,-1.02649922612455,0.533286018632988,0.461055256797659,0.889723206685526,-3.49571613631266,2.08863793483444,-1.36912380658088,1.75362764637687,0.406380723245672,0.406380723240803,-2.58805617835359,2.58805617835396,0.915496925459882
877.4656,-0.0158071792435026,1.68348555847708,0.90737974151783,0.631765469074911,0.629576852124074,0.629576852122394,NaN,0.72387093405332,0.820604435267212,-0.357666710763524,0.153160567033985,-0.357666710763979,0.746868861004822,2.10956860668381,1.81146837436072,-0.628515514123312,0.327505154637999,-0.464540389078627,0.666254611311074,-1.03966664107638,0.666254611313142,-1.40902225876187,1.88670084984358,-0.522099850601443,0.516529626917197,-0.173967592166079,NaN,NaN,0.271360939012525,1.65571261372929,-0.816976066873905,0.0175352000300825,-1.78330837877896,NaN,-0.23715264451255,-0.761723112855876,2.22388136788386,-1.0412851950225,-1.04128519502205,0.545676662269294,0.460532719335135,0.902029275966103,-3.50239967785318,2.08892396255217,-1.37694797759271,1.7765394387796,0.39078007242841,0.39078007242353,-2.59628707282524,2.59628707282558,0.927551615144384
877.568,0.00985709209318518,1.6634914463088,0.910915223118321,0.666470689715489,0.579483840814108,0.579483840812518,NaN,0.710275446207512,0.827591608326602,-0.364167553279966,0.157788484667089,-0.36416755328043,0.757474228988345,2.10455986906107,1.81659459837446,-0.630264653182346,0.310371082032062,-0.475158842555834,0.664739222483952,-1.05106981597249,0.66473922248596,-1.39691986637076,1.86843386528532,-0.518797996983786,0.530893174272694,-0.175155446074945,NaN,NaN,0.265364621971141,1.67550067086484,-0.816594306045554,0.0217327344886252,-1.77538008893393,NaN,-0.225006708343206,-0.75624015845304,2.25148920419974,-1.05643303122263,-1.05643303122222,0.558065981123963,0.459646655911196,0.914063284190409,-3.50796061910264,2.08842442722921,-1.38449373546672,1.79773316835682,0.375255163328735,0.375255163323867,-2.60377226088693,2.60377226088721,0.938145562336923
877.6704,0.0366634090064218,1.643071990022,0.914860778161804,0.69962297682357,0.529962180401724,0.529962180400254,NaN,0.69549299906412,0.834043311960842,-0.37049792377665,0.160537155819726,-0.370497923777123,0.767550274109064,2.0986761719889,1.82080229748376,-0.632036456757873,0.293755504313392,-0.485532200273622,0.662384785542807,-1.06243970304266,0.662384785544765,-1.38424958894173,1.8499672556191,-0.514964061205482,0.54473747247343,-0.176212650604533,NaN,NaN,0.259198628552234,1.69397679469139,-0.815575124007708,0.0261097191506846,-1.76573461706143,NaN,-0.212724937708498,-0.750502841509084,2.27687339096256,-1.07195337006984,-1.0719533700695,0.570490608812168,0.458367442229699,0.925840705293225,-3.51233285290486,2.08710924471362,-1.39172196798747,1.81715854757888,0.359792541280637,0.359792541275727,-2.6104520179508,2.61045201795106,0.947225283932691
877.7728,0.064565651669284,1.62226025501878,0.919208493972038,0.731172809679662,0.481075897307547,0.481075897306188,NaN,0.679519718461328,0.839907374979391,-0.376702299506279,0.161399975648098,-0.376702299506759,0.777061588988168,2.09190647935438,1.82405800556262,-0.633837806720001,0.277671020968222,-0.495660890628835,0.659182019664183,-1.07376341895712,0.659182019666105,-1.37103063545994,1.83129488742955,-0.510623432370777,0.558039612631338,-0.177153695932189,NaN,NaN,0.25286068403681,1.71108928127555,-0.813908379661771,0.0306468628997212,-1.75438200352726,NaN,-0.200349004992661,-0.744522606091555,2.29997804486937,-1.08785562285311,-1.08785562285286,0.582986722922169,0.456665754808474,0.937376769978661,-3.51545207685058,2.08494956465049,-1.39859405141549,1.83476823728845,0.344378700518602,0.344378700513649,-2.6162679148464,2.61626791484665,0.954740913178842
