time,S1-D1,S1-D8,S1-D9,S1-D23,S2-D1,S2-D2,S2-D3,S2-D9,S2-D15,S3-D1,S3-D2,S3-D24,S4-D2,S4-D3,S4-D5,S4-D16,S5-D3,S5-D4,S5-D5,S5-D17,S6-D2,S6-D5,S6-D25,S7-D6,S7-D7,S7-D18,S8-D6,S8-D7,S8-D26,S9-D3,S9-D4,S9-D9,S9-D11,S9-D27,S10-D8,S10-D9,S10-D10,S10-D11,S10-D19,S11-D8,S11-D10,S11-D28,S12-D10,S12-D11,S12-D12,S12-D20,S13-D4,S13-D11,S13-D12,S13-D21,S14-D10,S14-D12,S14-D29,S15-D13,S15-D14,S15-D22,S16-D13,S16-D14,S16-D30
1235.3536,0.303370205154797,-2.8642956789266,2.86429567892924,-0.557555770830759,-0.863786242052767,0.882069557008353,NaN,-0.730342257399686,NaN,-0.917261305149191,1.19050792703573,0.122245132141263,0.122245132144923,-0.925961086593615,NaN,NaN,NaN,-0.885812255495226,NaN,NaN,2.15254956526434,-0.543619918986352,NaN,1.7388000055229,0.15508231255836,NaN,1.00672566600208,0.255641378486939,1.3296435887505,1.01248845454915,1.32964358875113,NaN,0.265709483631288,-0.834369286333305,0.826363871739193,-0.826363871737128,1.59423126233381,NaN,NaN,0.487416253154301,2.02599489929674,2.55973057652524,2.79747178978478,-1.34846063322401,NaN,NaN,-1.15136048896004,1.01146111025058,NaN,NaN,-0.470760163997379,-0.280219774183357,NaN,0.132430644402835,1.04966830358481,NaN,0.203013917389263,-1.41060755398987,-2.60026042548979
1235.456,0.301851430920158,-2.84440479794243,2.84440479794509,-0.551969482566944,-0.827821805704948,0.855408374019182,NaN,-0.708664741750744,NaN,-0.894506122522869,1.1995914876399,0.0919078087538658,0.0919078087575198,-0.91812914788008,NaN,NaN,NaN,-0.883781413804345,NaN,NaN,2.1198818415713,-0.574933182368712,NaN,1.70729868497368,0.159724222894854,NaN,0.989844054198883,0.242067273360386,1.37651989207973,1.00545829321266,1.37651989208035,NaN,0.261494575610509,-0.766221112956669,0.842039441533052,-0.842039441530991,1.63208569590432,NaN,NaN,0.555582292997623,2.05685105050459,2.51273268979937,2.80764079053104,-1.30450705296358,NaN,NaN,-1.08666783878701,0.981649305651972,NaN,NaN,-0.471276399574801,-0.232461753128719,NaN,0.122647964916864,1.05077235928114,NaN,0.197384783737078,-1.41397334318249,-2.56726762910928
1235.5584,0.299669937359521,-2.82279653495535,2.82279653495803,-0.545323445833887,-0.792277677311037,0.828299328195803,NaN,-0.686752931493519,NaN,-0.871296043925023,1.20882978727563,0.0622856433357511,0.062285643339402,-0.909175941446036,NaN,NaN,NaN,-0.881494772401342,NaN,NaN,2.08715918498309,-0.605379279457584,NaN,1.67492360714424,0.164877106621165,NaN,0.972184455711274,0.228078089728636,1.42082454068752,0.99763877907932,1.42082454068815,NaN,0.256662104726426,-0.698623065611693,0.856531222610698,-0.856531222608643,1.66977745351359,NaN,NaN,0.622249421218985,2.08582999122091,2.4649694732785,2.81582377742707,-1.25931023417969,NaN,NaN,-1.02123881664826,0.951611417452662,NaN,NaN,-0.470576550348943,-0.183600138468561,NaN,0.113013890895337,1.05052945663847,NaN,0.19155277400867,-1.41725245595598,-2.5332011168733
1235.6608,0.296818929407971,-2.79945842861784,2.79945842862057,-0.537603445827772,-0.757182602047092,0.800743044072489,NaN,-0.664632988123088,NaN,-0.847653879093312,1.21821806739819,0.0334088523267436,0.033408852330378,-0.899045458141933,NaN,NaN,NaN,-0.878961851424171,NaN,NaN,2.05438531794733,-0.634892669302715,NaN,1.64164315337532,0.170539021766504,NaN,0.953711926439965,0.213643285240655,1.46248044903559,0.989014602199143,1.46248044903622,NaN,0.251185033188885,-0.631678067091824,0.869788697777479,-0.86978869777543,1.70727283229334,NaN,NaN,0.687302423864646,2.11288703005272,2.41652887307898,2.82201351984597,-1.21286522371339,NaN,NaN,-0.955165729695452,0.921367128762781,NaN,NaN,-0.468649468399611,-0.133682076548404,NaN,0.103532990178439,1.04889199611974,NaN,0.185511449174925,-1.42043865342917,-2.49807303935258
1235.7632,0.293293380438408,-2.77438082989216,2.77438082989492,-0.528796617602879,-0.722563304642516,0.772740087021431,NaN,-0.642331136462757,NaN,-0.823602898009025,1.22775016940904,0.0053052314601431,0.00530523146377241,-0.887684213512182,NaN,NaN,NaN,-0.876194002086603,NaN,NaN,2.02156050005115,-0.663409178161414,NaN,1.60742486971327,0.176707583488511,NaN,0.934391681636454,0.198732270102547,1.50141600620571,0.979569003170893,1.50141600620634,NaN,0.245037470756084,-0.565486726295218,0.881763496191518,-0.881763496189478,1.74453543670857,NaN,NaN,0.750627071626164,2.13798414235045,2.36750285927495,2.82621033297911,-1.16517063045778,NaN,NaN,-0.888543880572147,0.890934522832122,NaN,NaN,-0.465487194802064,-0.0827577616500148,NaN,0.0942078910369686,1.04581564600214,NaN,0.179254370272911,-1.42352550865198,-2.46189877276228
1235.8656,0.289090129828523,-2.74755702932298,2.74755702932576,-0.518891506326913,-0.688444457008289,0.744291120956331,NaN,-0.619873721946556,NaN,-0.799166935074901,1.23741849746811,-0.0219999672780743,-0.0219999672744457,-0.875041574953799,NaN,NaN,NaN,-0.873204362919003,NaN,NaN,1.98868148978222,-0.690866462705741,NaN,1.57223568840837,0.18338001093091,NaN,0.914189233317887,0.183314530163422,1.53756535779785,0.969283998644546,1.53756535779849,NaN,0.23819475573525,-0.500147083222805,0.892409525068974,-0.892409525066934,1.7815262813577,NaN,NaN,0.812110466007631,2.16109015087619,2.31798707961456,2.82842211055404,-1.11622864845003,NaN,NaN,-0.821471474847128,0.860330088468097,NaN,NaN,-0.461084952776738,-0.0308805177198435,NaN,0.0850392001689407,1.04125946687059,NaN,0.172775061684916,-1.42650634979086,-2.42469678554449
1235.968,0.284207974434745,-2.71898338740921,2.71898338741203,-0.507878133789443,-0.654848644898321,0.715397066323854,NaN,-0.597287254779502,NaN,-0.774370474450458,1.24721398058032,-0.0484841475789907,-0.0484841475753621,-0.861070078626176,NaN,NaN,NaN,-0.870007806978503,NaN,NaN,1.95574153618477,-0.717204470195997,NaN,1.53604216326455,0.190553163824473,NaN,0.893070536455848,0.167359757100146,1.5708686913564,0.958140617602918,1.57086869135704,NaN,0.230633547137774,-0.4357543530526,0.901683100853607,-0.90168310085157,1.81820390835297,NaN,NaN,0.871641396539951,2.18218089266409,2.26808049804909,2.82866433933866,-1.06604506802703,NaN,NaN,-0.754049508715148,0.829568730682342,NaN,NaN,-0.455441131415246,0.0218931215745899,NaN,0.0760254375507709,1.03518602562481,NaN,0.166066978402412,-1.42937420188732,-2.38648849447994
1236.0704,0.278647751674906,-2.68865945712401,2.68865945712688,-0.495748075784526,-0.621796329011556,0.686059247849722,NaN,-0.574598440326294,NaN,-0.749238715592736,1.25712602612546,-0.0741274781686024,-0.0741274781649802,-0.845725737156846,NaN,NaN,NaN,-0.866620880278698,NaN,NaN,1.9227304086581,-0.74236587878409,NaN,1.49881071932744,0.198223567435006,NaN,0.871002150515118,0.150837990850205,1.60127252154873,0.946119153138262,1.60127252154938,NaN,0.222331934265147,-0.37240067456927,0.909543081729271,-0.909543081727237,1.85452451150693,NaN,NaN,0.929110707603467,2.2012393572844,2.2178850103062,2.82696007912977,-1.01462926725793,NaN,NaN,-0.686381637375879,0.798663787712086,NaN,NaN,-0.44855725790127,0.0755033411381307,NaN,0.0671629848408888,1.02756150499304,NaN,0.159123477972318,-1.43212172677805,-2.34729810394298
1236.1728,0.272412415824027,-2.65658809374147,2.65658809374437,-0.482494547973073,-0.589305803883122,0.656279529986553,NaN,-0.551834196954216,NaN,-0.72379762142822,1.26714246737497,-0.0989130006462685,-0.0989130006426453,-0.828968340944945,NaN,NaN,NaN,-0.863061731005874,NaN,NaN,1.88963447355559,-0.766296510363618,NaN,1.46050791691636,0.206387431613131,NaN,0.847951420098833,0.133719776252559,1.62872996721501,0.933199437252726,1.62872996721568,NaN,0.213269560433818,-0.310174874412132,0.915951003766132,-0.915951003764098,1.89044206790975,NaN,NaN,0.984411671935828,2.21825578280925,2.16750503618816,2.82333989571674,-0.961994182703731,NaN,NaN,-0.618574027788222,0.767627060480251,NaN,NaN,-0.440437962180851,0.129886985220925,NaN,0.0584460471984147,1.01835580747298,NaN,0.151937796957193,-1.43474116134516,-2.30715242214818
1236.2752,0.265507111127026,-2.62277555643331,2.62277555643626,-0.468112494498471,-0.557393163736141,0.626060444897295,NaN,-0.529021668775924,NaN,-0.698073957676239,1.27724951440638,-0.122826728018765,-0.122826728015166,-0.810761755818943,NaN,NaN,NaN,-0.859350026603686,NaN,NaN,1.85643681883199,-0.788945718283784,NaN,1.42110072781223,0.215040669947957,NaN,0.823886674733869,0.115976333972317,1.6532010131084,0.919361136985074,1.65320101310907,NaN,0.203427752302382,-0.249162255248194,0.920871220675053,-0.920871220673022,1.92590848229596,NaN,NaN,1.03744036696663,2.2332277045686,2.11704709666316,2.81784174542338,-0.908156269546198,NaN,NaN,-0.550735197001285,0.736468859673127,NaN,NaN,-0.431090941570622,0.184977513082832,NaN,0.0498666327443641,1.0075426504452,NaN,0.144503028450549,-1.43722425598925,-2.26608065881689
