time,S1-D1,S1-D8,S1-D9,S1-D23,S2-D1,S2-D2,S2-D3,S2-D9,S2-D15,S3-D1,S3-D2,S3-D24,S4-D2,S4-D3,S4-D5,S4-D16,S5-D3,S5-D4,S5-D5,S5-D17,S6-D2,S6-D5,S6-D25,S7-D6,S7-D7,S7-D18,S8-D6,S8-D7,S8-D26,S9-D3,S9-D4,S9-D9,S9-D11,S9-D27,S10-D8,S10-D9,S10-D10,S10-D11,S10-D19,S11-D8,S11-D10,S11-D28,S12-D10,S12-D11,S12-D12,S12-D20,S13-D4,S13-D11,S13-D12,S13-D21,S14-D10,S14-D12,S14-D29,S15-D13,S15-D14,S15-D22,S16-D13,S16-D14,S16-D30,SART_Target,SART_NonTarget,SART_Probe,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
2164.9408,-1.09095979181593e-05,-1.25648141170444e-07,1.2564814117098e-07,7.16461413181789e-08,1.97001314860401e-07,-1.91817718464428e-07,,6.51058894156456e-06,,-5.44410282177563e-07,-2.50608795796097e-06,8.36430558034039e-08,8.3643055803226e-08,-3.19281494229507e-07,,,,1.14556679962679e-05,,,5.23454600371418e-08,1.21359382852386e-07,,2.12095767089506e-08,2.1025977311076e-06,,-5.54352695786847e-08,6.27952598979213e-08,-1.58895500244585e-07,-8.09433885436367e-08,-1.58895500245061e-07,,2.67251812337906e-07,6.97104312663023e-08,6.60565013721107e-07,-6.60565013720163e-07,-6.22557501434848e-06,,,-2.05726999986758e-07,-5.57511679964877e-07,6.32482394542899e-08,-4.94263440510873e-07,1.11442285870931e-07,,,4.11533748601465e-07,-9.34546800346885e-09,,,-1.7763298579702e-06,8.57694246729301e-07,,-1.03325233767084e-06,-1.407263153637e-07,,1.95994502823418e-05,-4.14073131863758e-07,6.15491352820037e-08,0,1,0,257.2288,103,970.279611650485,514.532524271845,3183.07766990291,931.630097087379,1008.92912621359,438.646601941748,590.418446601942,3105.8932038835,3260.26213592233,0
2165.0432,-1.03145572744544e-05,-1.23263431745547e-07,1.23263431746047e-07,9.94683107100812e-08,1.93998808032546e-07,-1.94593414686301e-07,,5.45650118162087e-06,,-1.33431817015241e-06,-2.50214740180256e-06,8.54152822932551e-08,8.54152822930819e-08,-3.34136362388171e-07,,,,1.12880100311227e-05,,,5.07071184113749e-08,1.19548853040496e-07,,2.42179915365334e-08,2.13315390232445e-06,,-6.20359621594711e-08,2.21682435784613e-08,-1.73995498383774e-07,-7.49892842640207e-08,-1.73995498384244e-07,,2.65866411572713e-07,6.10340064836463e-08,6.63026301659663e-07,-6.63026301658701e-07,-6.25802593754486e-06,,,-2.26053853628125e-07,-5.90954254358196e-07,6.54124637138402e-08,-5.25541790644639e-07,1.00573771222756e-07,,,4.04643649662099e-07,-1.31709620052322e-08,,,-1.7724601191426e-06,8.36345590330975e-07,,-1.13868547354666e-06,-1.42349933494007e-07,,1.95989695466399e-05,-1.7459715230791e-07,4.78359927862921e-08,0,1,0,257.3312,102,971.600490196079,524.552450980392,3167.64705882353,931.617647058824,1011.58333333333,449.996078431373,599.108823529412,3083.10784313725,3252.1862745098,0
2165.1456,-9.98517386049312e-06,-1.19339983836291e-07,1.19339983836762e-07,1.23735535337213e-07,1.90375049154104e-07,-1.96811472247237e-07,,5.09584003250354e-06,,-1.67803332761551e-06,-2.49873970426222e-06,8.8553343449993e-08,8.85533434498233e-08,-3.43392807327335e-07,,,,1.11127687432171e-05,,,4.86476779250427e-08,1.16048690498207e-07,,2.71682212750483e-08,2.15816903644959e-06,,-6.69053980487116e-08,-1.01717648134828e-08,-1.85407931580894e-07,-7.40716743085573e-08,-1.85407931581361e-07,,2.64228471791089e-07,5.43461051255285e-08,6.64668302719451e-07,-6.64668302718475e-07,-6.2883302269694e-06,,,-2.4285742435822e-07,-6.17208810020548e-07,6.8447677243167e-08,-5.48761132777662e-07,8.45192816552881e-08,,,4.00933475665626e-07,-1.65163481001944e-08,,,-1.78012691222791e-06,8.20831332754152e-07,,-1.262703053284e-06,-1.47431929486165e-07,,1.95890768926468e-05,-3.0053669566656e-08,2.69060347412108e-08,0,1,0,257.4336,103,971.081067961165,526.90145631068,3151.56796116505,929.929126213592,1012.23300970874,447.026213592233,606.776699029126,3074.54368932039,3228.59223300971,0
2165.248,-9.91932158132258e-06,-1.1427619609682e-07,1.14276196097264e-07,1.43552344386292e-07,1.85644080381496e-07,-1.98204177247008e-07,,5.30763646497455e-06,,-1.62271447885461e-06,-2.4971398179734e-06,9.26180807215193e-08,9.26180807213501e-08,-3.4824768886608e-07,,,,1.09244543683867e-05,,,4.59123876047288e-08,1.11445067966667e-07,,2.96964166979086e-08,2.17821514304849e-06,,-7.16421747783735e-08,-3.50134696579618e-08,-1.92603647579746e-07,-7.79032549252921e-08,-1.92603647580212e-07,,2.62416444002119e-07,4.93223172098254e-08,6.64657661663409e-07,-6.64657661662416e-07,-6.31807012230226e-06,,,-2.55307170282827e-07,-6.34720354235496e-07,7.20054616028475e-08,-5.62714892632928e-07,6.61941806093106e-08,,,4.00024742039051e-07,-1.93236906479151e-08,,,-1.79452366684755e-06,8.11391203156942e-07,,-1.39099142400333e-06,-1.53819398980357e-07,,1.96037805811859e-05,3.18649818265555e-08,2.54651096368116e-09,0,0,0,257.536,102,940.960784313726,522.788235294118,3183.07843137255,870.527450980392,1011.39411764706,438.221568627451,607.354901960784,3146.97058823529,3219.1862745098,0
2165.3504,-1.0096800779559e-05,-1.08621157140399e-07,1.08621157140819e-07,1.5851698111212e-07,1.79393520142286e-07,-1.98516806078672e-07,,5.93703741398006e-06,,-1.24389639105229e-06,-2.49843715005509e-06,9.71092800760764e-08,9.71092800759074e-08,-3.49971661571637e-07,,,,1.07194771005194e-05,,,4.23050708838196e-08,1.06537422117333e-07,,3.14603969810157e-08,2.19418124155944e-06,,-7.78941931053397e-08,-5.41653597555505e-08,-1.9548594363032e-07,-8.57543586876501e-08,-1.95485943630786e-07,,2.60492995167077e-07,4.5432330585463e-08,6.62421569178355e-07,-6.62421569177348e-07,-6.34870404826875e-06,,,-2.62949170916856e-07,-6.42709265256305e-07,7.57051990265353e-08,-5.67004066230046e-07,4.87481265236302e-08,,,4.01320604373972e-07,-2.15632579356861e-08,,,-1.81091809696216e-06,8.07812234719958e-07,,-1.50827629747772e-06,-1.59322056353997e-07,,1.96740215364069e-05,2.9185676614213e-08,-2.10352250997827e-08,0,0,0,257.6384,102,951.965135988219,674.571268717046,3028.84754644505,872.065033881199,1031.86523809524,640.350023428489,708.792514005602,3004.87849625144,3052.81659663866,0
2165.4528,-1.04782145805382e-05,-1.03076606058501e-07,1.030766060589e-07,1.68823919980285e-07,1.71359999707269e-07,-1.97545866745328e-07,,6.81166947828191e-06,,-6.39031176686536e-07,-2.50333940842625e-06,1.01520510593036e-07,1.01520510592866e-07,-3.49713971375373e-07,,,,1.04974990628416e-05,,,3.77590615139581e-08,1.02251928571422e-07,,3.21941364725377e-08,2.20718116152599e-06,,-8.70055702178898e-08,-6.9911666672244e-08,-1.94398342114151e-07,-9.65370520614727e-08,-1.9439834211462e-07,,2.58509467416722e-07,4.2027841795374e-08,6.57760670564757e-07,-6.57760670563734e-07,-6.38125415978323e-06,,,-2.65759482515923e-07,-6.41300919366333e-07,7.9187675151677e-08,-5.62113244214932e-07,3.52118143234056e-08,,,4.04135383231762e-07,-2.32364686021737e-08,,,-1.82520781549731e-06,8.09534932003506e-07,,-1.60019483035828e-06,-1.61962025440367e-07,,1.98212826283141e-05,-1.55106173638337e-08,-3.97625529193007e-08,0,0,0,257.7408,103,932.594716386555,904.590898109244,2739.60206582633,810.775147058824,1054.41428571429,889.685367647059,919.496428571428,2793.97794117647,2685.22619047619,0.83495145631068
2165.5552,-1.10078528159516e-05,-9.84613947805319e-08,9.8461394780913e-08,1.75222533623096e-07,1.6150001191436e-07,-1.95186840419189e-07,,7.75981021174297e-06,,8.31732881983311e-08,-2.51209560366628e-06,1.053824503908e-07,1.0538245039063e-07,-3.48309966059061e-07,,,,1.0262489644239e-05,,,3.23678388857755e-08,9.94942405131994e-08,,3.17408226372524e-08,2.21843999879123e-06,,-9.97123792407591e-08,-8.44364643192456e-08,-1.90040375981536e-07,-1.08934722524241e-07,-1.90040375982007e-07,,2.5650009459097e-07,3.84557261874673e-08,6.50890335567693e-07,-6.50890335566652e-07,-6.41617449748836e-06,,,-2.6414823375015e-07,-6.3153301579148e-07,8.21591765955008e-08,-5.49373839196254e-07,2.81878978060463e-08,,,4.07806230407702e-07,-2.43727661811797e-08,,,-1.83434689576963e-06,8.15732833428487e-07,,-1.65512231459355e-06,-1.60332772763667e-07,,2.00568704931002e-05,-7.70361224391864e-08,-5.01775601624295e-08,0,0,0,257.8432,102,926.298826155462,981.07371717437,2576.68054096639,802.869080882353,1049.72857142857,926.167077205882,1035.98035714286,2711.45036764706,2441.91071428571,1
2165.6576,-1.16198851607863e-05,-9.56384566923954e-08,9.56384566927587e-08,1.78869385849728e-07,1.50032697610627e-07,-1.91477415289218e-07,,8.62784040824298e-06,,8.15091683849814e-07,-2.52451932422948e-06,1.08292834433469e-07,1.08292834433299e-07,-3.46178817840437e-07,,,,1.00229578559321e-05,,,2.63687434192026e-08,9.89832229435428e-08,,3.00592903392101e-08,2.22917796805196e-06,,-1.15978588786131e-07,-9.93534686087817e-08,-1.83316982662511e-07,-1.2154271566372e-07,-1.83316982662983e-07,,2.54479984540797e-07,3.41755359624352e-08,6.424189148421e-07,-6.4241891484104e-07,-6.45335617015549e-06,,,-2.58884170747703e-07,-6.15221293533932e-07,8.44236841984013e-08,-5.30797609335802e-07,2.96017081909606e-08,,,4.11772125872959e-07,-2.50138267578928e-08,,,-1.83662653847357e-06,8.25383856399768e-07,,-1.66557630983917e-06,-1.53883682732203e-07,,2.0384714867824e-05,-1.3017358378559e-07,-4.98221972794759e-08,0,0,0,257.9456,103,920.00293592437,1057.5565362395,2413.75901610644,794.963014705883,1045.04285714286,962.648786764706,1152.46428571429,2628.92279411765,2198.59523809524,1
2165.76,-1.22452555580503e-05,-9.54169592089962e-08,9.54169592093435e-08,1.81155474741892e-07,1.37455919195158e-07,-1.86625041113099e-07,,9.29325081995683e-06,,1.46022799258968e-06,-2.54005783832173e-06,1.09935518046377e-07,1.09935518046208e-07,-3.43379902859659e-07,,,,9.79114352760906e-06,,,2.01007799568961e-08,1.0112222765948e-07,,2.72166917262162e-08,2.24050494400261e-06,,-1.35015637570124e-07,-1.15449264614913e-07,-1.75187239513387e-07,-1.32982025600996e-07,-1.7518723951386e-07,,2.52457284820774e-07,2.88564237172881e-08,6.33287259979874e-07,-6.33287259978795e-07,-6.49217508931148e-06,,,-2.50957715535622e-07,-5.94731305073947e-07,8.58880477378216e-08,-5.08843257336394e-07,4.05038415611667e-08,,,4.15610397940629e-07,-2.51910141823698e-08,,,-1.83180275296225e-06,8.37343374067011e-07,,-1.6289717017285e-06,-1.42962270098633e-07,,2.08035246626834e-05,-1.52272648211785e-07,-3.75167282669227e-08,0,0,0,258.048,102,916.302717962185,1121.6023244923,2269.01480217087,787.056948529412,1045.54848739496,999.130496323529,1244.07415266106,2546.39522058824,1991.6343837535,1
2165.8624,-1.28171806888448e-05,-9.84535318766131e-08,9.84535318769494e-08,1.83567207426412e-07,1.24530167716138e-07,-1.81009406394759e-07,,9.67153577218421e-06,,1.93920812770293e-06,-2.55785278552477e-06,1.10094016401094e-07,1.10094016400926e-07,-3.39776878708234e-07,,,,9.58139883547205e-06,,,1.3949906864546e-08,1.05939766410247e-07,,2.3378858208703e-08,2.2533427473831e-06,,-1.55462620030895e-07,-1.326617529301e-07,-1.66558565161604e-07,-1.4198316240694e-07,-1.66558565162077e-07,,2.50461129464519e-07,2.24300698707923e-08,6.24681772510665e-07,-6.24681772509562e-07,-6.53151672704505e-06,,,-2.41430515151637e-07,-5.72709980461093e-07,8.65267779146264e-08,-4.86183202546733e-07,6.09368823177003e-08,,,4.19028283446824e-07,-2.49175096716042e-08,,,-1.82106129911912e-06,8.50408556657886e-07,,-1.54760165182141e-06,-1.286126852642e-07,,2.1306017761768e-05,-1.25229806109014e-07,-1.35115315099557e-08,0,0,0,258.1504,102,918.077077205882,939.575456495098,2561.43903186275,779.189448529412,1056.96470588235,1035.43424632353,843.716666666667,2464.27022058824,2658.60784313725,1
2165.9648,-1.32745096911627e-05,-1.05178616502073e-07,1.05178616502391e-07,1.87590824888658e-07,1.12211211621319e-07,-1.75150203626033e-07,,9.71795750275424e-06,,2.19276901291802e-06,-2.57676115636029e-06,1.08666044370115e-07,1.08666044369949e-07,-3.35188599517629e-07,,,,9.40821228525967e-06,,,8.28472817752568e-09,1.1309611157957e-07,,1.88012362695631e-08,2.26838574401572e-06,,-1.75637248973359e-07,-1.50200061782269e-07,-1.58220710498917e-07,-1.47474698926481e-07,-1.5822071049939e-07,,2.48577713202365e-07,1.50913789599546e-08,6.17915939845458e-07,-6.17915939844333e-07,-6.56978295845554e-06,,,-2.31310216182498e-07,-5.5179384062455e-07,8.63189634935979e-08,-4.65474877131216e-07,8.98952930392155e-08,,,4.21822745253761e-07,-2.42077933832768e-08,,,-1.80680512030934e-06,8.63361560310458e-07,,-1.42791514667457e-06,-1.1230069850496e-07,,2.18759771934855e-05,-3.66290025062739e-08,2.05380474707755e-08,0,0,0,258.2528,103,905.987807681325,862.437104154769,2711.31307110223,771.283382352941,1040.69223300971,1071.91595588235,652.958252427185,2381.74264705882,3040.88349514563,1
2166.0672,-1.35636311815805e-05,-1.15761034974472e-07,1.15761034974771e-07,1.94635370718501e-07,1.01534012891702e-07,-1.69639089359292e-07,,9.42603709094646e-06,,2.18361788177906e-06,-2.5953477699505e-06,1.05676613510547e-07,1.05676613510384e-07,-3.29453785060854e-07,,,,9.28436765837302e-06,,,3.39003615263566e-09,1.2193200207766e-07,,1.38180918236657e-08,2.2860950790316e-06,,-1.93759160525618e-07,-1.66678461074815e-07,-1.5078884580471e-07,-1.48699706292159e-07,-1.50788845805181e-07,,2.46971484305967e-07,7.25923383328618e-09,6.14271181348733e-07,-6.14271181347589e-07,-6.60494097246026e-06,,,-2.21460489419575e-07,-5.34303549269519e-07,8.51882550027193e-08,-4.49115294267061e-07,1.2540040906971e-07,,,4.2383126508932e-07,-2.31096022929079e-08,,,-1.79228259383514e-06,8.74994758058276e-07,,-1.27935972895841e-06,-9.5739443696526e-08,,2.24858839729514e-05,1.19697156319863e-07,6.17950141765419e-08,0,0,0,258.3552,102,899.767579656863,880.885107230392,2687.40165441176,763.377316176471,1036.15784313725,1108.39766544118,653.372549019608,2299.21507352941,3075.58823529412,1
