time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,SART_Target,SART_NonTarget,SART_Probe,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
2551.7056,1.68197505595223e-07,-1.03562874937629e-07,6.46346306575749e-08,-1.15169869826858e-07,-1.26546626084695e-07,-1.26546626084902e-07,,,-5.44754294270944e-08,1.05740244010074e-07,2.72762672956757e-07,1.05740244008576e-07,5.38954746160494e-08,,,,,4.25774750447066e-08,,-1.05868044811443e-07,3.71827663312838e-07,,-1.98684760149543e-08,5.25099809802635e-08,-8.09926590435066e-08,-7.34775275470357e-08,,,-2.22526754506883e-08,-5.71755488907884e-09,2.73218212731029e-08,5.82484892165381e-08,,,-4.23642814031049e-08,1.58167138676341e-08,-2.74203813978015e-07,-2.07496248554119e-07,-2.0749624855421e-07,,,2.25952021476333e-07,,-1.52409479787241e-07,5.02138753295078e-07,1.76698921899727e-07,,-6.2042527220277e-08,,4.91763756284283e-07,,0,1,0,0,103,,,,,,,,,,0.796116504854369
2551.808,1.67638851359682e-07,-1.02007077715921e-07,6.56317736437425e-08,-1.12431279257674e-07,-1.24303699251849e-07,-1.24303699252056e-07,,,-5.51991513995993e-08,9.61670038017e-08,2.86300047148573e-07,9.61670038002034e-08,5.42343242889278e-08,,,,,4.48356986498851e-08,,-8.42858196025239e-08,4.27155889539912e-07,,-1.00290763087791e-08,5.56723535003719e-08,-7.68853033815242e-08,-7.79180889596562e-08,,,-2.51630943530872e-08,-5.45961367414845e-09,2.66376635619939e-08,5.55239746752438e-08,,,-4.45303719167862e-08,1.36050874284022e-08,-2.81265251441786e-07,-2.08089469165627e-07,-2.08089469165721e-07,,,2.20700978361353e-07,,-1.81901869199197e-07,4.94769672853028e-07,1.78886061490269e-07,,-8.20508636875853e-08,,4.71413833975552e-07,,0,1,0,0.102400000000216,102,1601.43880597015,1141.39029850746,3808.36567164179,1578.42686567164,1886.45,1168.04776119403,763.39,3663.40298507463,5898.7,0.411764705882353
2551.9104,1.65996077745186e-07,-9.99264923583295e-08,6.60695853868381e-08,-1.08189437230564e-07,-1.21806402506574e-07,-1.2180640250678e-07,,,-5.59752627759927e-08,8.93846307543767e-08,2.95345276066798e-07,8.93846307528816e-08,5.35084072256404e-08,,,,,4.50656105554456e-08,,-6.63122139292611e-08,4.75609844286535e-07,,-4.80221937794243e-09,5.87122810706501e-08,-7.2443948046982e-08,-8.16486333066694e-08,,,-2.78949501634069e-08,-4.91329138642363e-09,2.62058610714747e-08,5.32288200233402e-08,,,-4.6254194637418e-08,1.18701948864367e-08,-2.85964387707094e-07,-2.06454921477637e-07,-2.06454921477734e-07,,,2.14550624885358e-07,,-2.16563258548355e-07,4.8655489782498e-07,1.77035677303556e-07,,-9.67404877184681e-08,,4.56035669139986e-07,,0,1,0,0.204800000000432,103,1247.83106796117,672.37572815534,3782.77669902913,1172.44368932039,1323.21844660194,673.020388349515,671.731067961165,4410.03883495146,3155.5145631068,0
2552.0128,1.63561888356314e-07,-9.74331401168871e-08,6.61287482394077e-08,-1.02274386391174e-07,-1.1891955137477e-07,-1.18919551374975e-07,,,-5.68066283746217e-08,8.45579245725894e-08,3.01881038065278e-07,8.45579245710968e-08,5.1515587808865e-08,,,,,4.29873969868821e-08,,-5.26851015871811e-08,5.15765326418952e-07,,-3.59191112782899e-09,6.29378380114987e-08,-6.73679600826593e-08,-8.45676731591373e-08,,,-3.04989983096677e-08,-4.18117045911313e-09,2.5438793737083e-08,5.11668923230589e-08,,,-4.76767197795441e-08,1.029672541125e-08,-2.88621410273328e-07,-2.02602057241517e-07,-2.02602057241616e-07,,,2.07080532283982e-07,,-2.52737508699462e-07,4.78116096987727e-07,1.71301134629539e-07,,-1.05827776252324e-07,,4.46467651897117e-07,,0,0,0,0.307200000000194,102,957.743137254902,457.825980392157,3835.02941176471,948.013725490196,967.472549019608,356.577450980392,559.074509803922,5018.69607843137,2651.36274509804,0
2552.1152,1.60692529852595e-07,-9.4649317160292e-08,6.60432126922829e-08,-9.45289827350167e-08,-1.1551570216652e-07,-1.15515702166725e-07,,,-5.77630100374085e-08,8.05052678463721e-08,3.07874328129561e-07,8.05052678448838e-08,4.80222487511369e-08,,,,,3.84625097642428e-08,,-4.39670577105845e-08,5.46668694011385e-07,,-5.46277973221948e-09,6.9505444316725e-08,-6.13479944017193e-08,-8.66267015776224e-08,,,-3.30690230657487e-08,-3.31270170806058e-09,2.37664806333163e-08,4.91646985083037e-08,,,-4.89606111218237e-08,8.53399234943808e-09,-2.89582529842966e-07,-1.96594846968595e-07,-1.96594846968696e-07,,,1.97942029083797e-07,,-2.86693351060558e-07,4.69938409778154e-07,1.62302529200331e-07,,-1.09532343929791e-07,,4.42633946078443e-07,,0,0,0,0.40960000000041,103,937.46067961165,402.929611650486,4018.54368932039,923.657281553398,951.264077669903,251.253398058252,554.605825242718,5431.81553398058,2605.27184466019,0
2552.2176,1.57792829165189e-07,-9.16783066179907e-08,6.6114522547177e-08,-8.48828799646273e-08,-1.11474251521855e-07,-1.11474251522059e-07,,,-5.89769004209887e-08,7.57721925224392e-08,3.15029801889703e-07,7.57721925209577e-08,4.28149837353445e-08,,,,,3.15278307038515e-08,,-4.04641514869797e-08,5.67867335100521e-07,,-9.23568938130055e-09,7.93507893695409e-08,-5.41347980181096e-08,-8.78111720774998e-08,,,-3.5725057244247e-08,-2.35153520087083e-09,2.06494094118392e-08,4.70785016804061e-08,,,-5.02653039512551e-08,6.24453373559168e-09,-2.89180487319549e-07,-1.88541477296172e-07,-1.88541477296274e-07,,,1.86921811381279e-07,,-3.15085207600116e-07,4.6239126736102e-07,1.51048636320312e-07,,-1.08532102232344e-07,,4.43871414434602e-07,,0,0,0,0.512000000000171,102,920.101960784314,378.368137254902,4063.91176470588,908.526470588235,931.677450980392,218.679411764706,538.056862745098,5528.37254901961,2599.45098039216,0
2552.32,1.55294490545292e-07,-8.85693720012032e-08,6.67251185440665e-08,-7.34251924484549e-08,-1.06676118224422e-07,-1.06676118224626e-07,,,-6.06238151007977e-08,6.8773494237837e-08,3.24562631666299e-07,6.87734942363645e-08,3.57552321762976e-08,,,,,2.24079784666188e-08,,-4.21927320227417e-08,5.79404738032356e-07,,-1.3654975100357e-08,9.31573318933059e-08,-4.5620369335865e-08,-8.81112593987828e-08,,,-3.85909676750304e-08,-1.39794182375624e-09,1.55983567758692e-08,4.47922394389421e-08,,,-5.17200166466139e-08,3.14735658581752e-09,-2.8770289134454e-07,-1.7858414833875e-07,-1.78584148338853e-07,,,1.74001268011325e-07,,-3.35301801605368e-07,4.55792083652521e-07,1.38743955794048e-07,,-1.03886409112884e-07,,4.49233804465362e-07,,0,0,0,0.614400000000387,102,922.601960784314,387.79068627451,4055.24019607843,910.064705882353,935.139215686275,233.182352941176,542.399019607843,5533.78431372549,2576.69607843137,0
2552.4224,1.53627410098727e-07,-8.52933974777251e-08,6.83340126209783e-08,-6.04358876228202e-08,-1.01002437404618e-07,-1.01002437404822e-07,,,-6.28894573687894e-08,5.79891895331584e-08,3.37067926804897e-07,5.79891895316961e-08,2.6817513611193e-08,,,,,1.14905709474914e-08,,-4.89373184767944e-08,5.81758685618674e-07,,-1.75437193169079e-08,1.11358264237633e-07,-3.58861398518826e-08,-8.74977866166726e-08,,,-4.17718888327557e-08,-6.47546442477436e-10,8.20313553246717e-09,4.22116706563737e-08,,,-5.34018495541794e-08,-9.52764606223346e-10,-2.85376163409192e-07,-1.66893455491046e-07,-1.6689345549115e-07,,,1.59401195169201e-07,,-3.45601385708224e-07,4.50439614490898e-07,1.26487566500024e-07,,-9.69014151999258e-08,,4.57666971401227e-07,,0,0,0,0.716800000000148,103,922.73786407767,399.479126213592,4039.95145631068,912.782524271845,932.693203883495,257.428155339806,541.530097087379,5527.78640776699,2552.11650485437,0
2552.5248,1.53188094926656e-07,-8.17427145677783e-08,7.14453803588529e-08,-4.63485879909253e-08,-9.43429422261298e-08,-9.43429422263335e-08,,,-6.59328115478273e-08,4.21811515279923e-08,3.52525545142486e-07,4.21811515265415e-08,1.61057695898258e-08,,,,,-7.23886121017282e-10,,-6.03419807315217e-08,5.7576718807413e-07,,-1.99058626105639e-08,1.34148954092389e-07,-2.5187387271141e-08,-8.59187499697163e-08,,,-4.53364716894887e-08,-3.7850784694016e-10,-1.83028350140819e-09,3.92584365235119e-08,,,-5.53261395250099e-08,-6.15437869757752e-09,-2.8237683293822e-07,-1.53674203329674e-07,-1.53674203329778e-07,,,1.43575714675211e-07,,-3.45098024914499e-07,4.46580563439826e-07,1.15011955862179e-07,,-8.89628996279269e-08,,4.68094824421509e-07,,0,0,0,0.819200000000365,102,925.225980392157,423.563235294118,3915.70098039216,916.233333333333,934.21862745098,307.88137254902,539.245098039216,5284,2547.40196078431,0
2552.6272,1.5430603997653e-07,-7.77600404056577e-08,7.65459995708458e-08,-3.16600286821962e-08,-8.66159125161798e-08,-8.66159125163832e-08,,,-6.98539520205986e-08,2.05976009881839e-08,3.70429236673599e-07,2.0597600986744e-08,3.85238969512949e-09,,,,,-1.36747123694898e-08,,-7.59522169630763e-08,5.62591319500735e-07,,-2.00120773445752e-08,1.61478447320813e-07,-1.38885845450534e-08,-8.3321833120662e-08,,,-4.93050861627655e-08,-8.90401486554805e-10,-1.46368855117081e-08,3.58670414480317e-08,,,-5.74527272259876e-08,-1.24678763912922e-08,-2.78872927426091e-07,-1.39186031517273e-07,-1.39186031517377e-07,,,1.27126317398541e-07,,-3.33719450052812e-07,4.44342394828454e-07,1.046019203666e-07,,-8.13850632692177e-08,,4.79509552469642e-07,,0,0,0,0.921600000000126,103,939.959223300971,497.909708737864,3868.94174757282,944.476699029126,935.441747572816,458.298058252427,537.521359223301,5191.19417475728,2546.68932038835,0
