time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,SART_Target,SART_NonTarget,SART_Probe,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
1996.8,-9.18892796242976e-08,-1.57354176136905e-08,-1.07624697237816e-07,1.74642431488244e-07,1.21431100731617e-08,1.21431100732757e-08,1.70299421906064e-06,-5.97362378582724e-07,1.10563184047777e-06,2.42881796087022e-07,-1.85468730997505e-07,2.42881796087054e-07,4.79520493149728e-08,,2.11766108078064e-08,,,1.8847497686847e-07,-1.21747545859221e-07,-7.47510731250649e-07,-1.21747545859211e-07,3.14979999547432e-07,8.69795411051599e-08,4.01959540652629e-07,2.58078814251271e-07,5.18076617071829e-08,,-4.6018977794209e-07,4.60189777941427e-07,-1.49335017836176e-08,,1.39426413166294e-07,4.04281058249712e-08,1.17703809804533e-07,2.40451326821647e-08,1.41748942486541e-07,4.97905271965836e-07,-1.09832870181499e-07,-1.09832870181535e-07,,1.22618653466436e-06,1.70444803546648e-06,1.44480410957198e-08,,,2.52246232962733e-07,-8.34680307947737e-08,-8.34680307947937e-08,-3.00752758366443e-08,3.00752758366033e-08,1.13744174759506e-07,1,0,0,0,103,950.952912621359,525.431553398058,2236.58252427185,952.307766990291,949.598058252427,515.785436893204,535.077669902913,2400.30097087379,2072.8640776699,0
1996.9024,-8.68367269482284e-08,-1.58673806348885e-08,-1.02704107582944e-07,1.75971406808381e-07,1.03685750831133e-08,1.03685750832265e-08,1.69534033188658e-06,-5.89219161487685e-07,1.10612117039875e-06,2.44413157082902e-07,-1.90456427152188e-07,2.44413157082938e-07,4.77765130164428e-08,,1.92254884540324e-08,,,1.96459689151791e-07,-1.15864853928415e-07,-7.59678743885456e-07,-1.15864853928407e-07,3.09137723361694e-07,8.9096854891334e-08,3.98234578253065e-07,2.58396694803734e-07,4.82237930228503e-08,,-4.84521191446853e-07,4.84521191446203e-07,-2.78899242046429e-08,,1.35607589533702e-07,4.00485782849246e-08,1.14861247926733e-07,2.16322595116084e-08,1.36493507438183e-07,4.91868201931242e-07,-1.09447214512518e-07,-1.09447214512555e-07,,1.11844545438985e-06,1.57819938515821e-06,1.66527134494237e-08,,,2.52676606645937e-07,-8.6353622964924e-08,-8.63536229649452e-08,-3.42961637496047e-08,3.4296163749565e-08,1.13734101610608e-07,1,0,0,0.102399999999989,102,949.495588235294,520.80637254902,2236.83333333333,950.550980392157,948.440196078431,516.824509803922,524.788235294118,2398.63725490196,2075.02941176471,0
1997.0048,-8.22199133998916e-08,-1.54524356524379e-08,-9.76723490521549e-08,1.76445334378621e-07,9.52511565803062e-09,9.52511565814293e-09,1.67044189426553e-06,-5.70373961685478e-07,1.10006793257992e-06,2.45296033664178e-07,-1.96043224776224e-07,2.45296033664217e-07,4.71426242165491e-08,,1.76012751443464e-08,,,2.01429820476275e-07,-1.08130718563492e-07,-7.74273946440199e-07,-1.08130718563487e-07,3.00644615580442e-07,8.92721377431157e-08,3.89916753323594e-07,2.58065195333513e-07,4.42827396494515e-08,,-5.11746432056336e-07,5.11746432055701e-07,-4.01365604566954e-08,,1.32396744092175e-07,3.92257156288802e-08,1.10810472135067e-07,1.91815587511905e-08,1.29992030886098e-07,4.83207197837119e-07,-1.08851389829037e-07,-1.08851389829076e-07,,1.01256589939218e-06,1.4281067650968e-06,1.94818139692612e-08,,,2.52656330561733e-07,-8.85145870369449e-08,-8.85145870369673e-08,-3.72924875981123e-08,3.72924875980744e-08,1.1213578621544e-07,1,0,0,0.204799999999977,103,948.898058252427,521.904854368932,2236.18446601942,947.487378640777,950.308737864078,522.366990291262,521.442718446602,2396.90291262136,2075.46601941748,0
1997.1072,-7.81160088805648e-08,-1.4551836174865e-08,-9.26678450552545e-08,1.76200231865956e-07,9.46430563908149e-09,9.46430563919288e-09,1.63041739295664e-06,-5.44617375239612e-07,1.0858000177169e-06,2.45480695245286e-07,-2.02014447656303e-07,2.45480695245328e-07,4.625846344451e-08,,1.64345694198994e-08,,,2.03040917594457e-07,-9.87506914634734e-08,-7.9016006400185e-07,-9.87506914634691e-08,2.89742218957982e-07,8.73261427279178e-08,3.77068361685936e-07,2.57201902008568e-07,4.00466033235508e-08,,-5.40151245540908e-07,5.4015124554029e-07,-5.07549293383547e-08,,1.29597892182245e-07,3.79290793122574e-08,1.05505975953779e-07,1.66972471106635e-08,1.2220322306428e-07,4.71841888912362e-07,-1.07795282936514e-07,-1.07795282936554e-07,,9.11216581399033e-07,1.26037302252133e-06,2.28828761413961e-08,,,2.52047617941933e-07,-8.98908111525374e-08,-8.98908111525614e-08,-3.87173867301789e-08,3.87173867301429e-08,1.09018952536581e-07,0,0,0,0.307199999999966,102,947.869607843137,530.716666666667,2237.83333333333,948.55,947.189215686275,527.345098039216,534.088235294118,2399.49019607843,2076.17647058824,0
1997.2096,-7.45372096980289e-08,-1.32655810427352e-08,-8.78027907405878e-08,1.75520491054903e-07,9.98246199673313e-09,9.98246199684393e-09,1.57802236219934e-06,-5.16655901811752e-07,1.06136646038747e-06,2.45023498559009e-07,-2.07874107736912e-07,2.45023498559053e-07,4.54804257977921e-08,,1.5978645084242e-08,,,2.01273536975711e-07,-8.78631689457403e-08,-8.05865320068075e-07,-8.78631689457364e-08,2.76769057547295e-07,8.33197757792722e-08,3.60088833326603e-07,2.56150508816607e-07,3.56461534723421e-08,,-5.67833010056395e-07,5.67833010055794e-07,-5.85340638744071e-08,,1.26984245140462e-07,3.62334276669731e-08,9.89905160854875e-08,1.42161847304377e-08,1.1320670081576e-07,4.58004382059972e-07,-1.06032369378052e-07,-1.06032369378095e-07,,8.17252012020506e-07,1.08135810682574e-06,2.67816928760401e-08,,,2.50858270817328e-07,-9.03629084869708e-08,-9.03629084869954e-08,-3.85080416714125e-08,3.85080416713783e-08,1.04639123792266e-07,0,0,0,0.409599999999955,102,949.698529411765,523.103921568628,2240.44117647059,949.748039215686,949.649019607843,517.308823529412,528.899019607843,2404.08823529412,2076.79411764706,0
1997.312,-7.14211699233629e-08,-1.17256264357964e-08,-8.31467963589829e-08,1.74794571190775e-07,1.08753332255515e-08,1.08753332256613e-08,1.51632955744941e-06,-4.91507882034231e-07,1.02482167541505e-06,2.4404204002392e-07,-2.12989114738017e-07,2.44042040023967e-07,4.52040509485535e-08,,1.6509103956257e-08,,,1.96457022139229e-07,-7.56419309906103e-08,-8.20021524361118e-07,-7.56419309906057e-08,2.62148783601722e-07,7.75443747534228e-08,3.39693158355181e-07,2.5541934884805e-07,3.12614525939485e-08,,-5.93075845286945e-07,5.93075845286361e-07,-6.22773879254421e-08,,1.24371294398584e-07,3.4275183716154e-08,9.14109919561118e-08,1.17884756496784e-08,1.03199467605622e-07,4.42236225698275e-07,-1.03347926554436e-07,-1.03347926554483e-07,,7.33747633740215e-07,8.97444114284324e-07,3.10703247864507e-08,,,2.49203733824991e-07,-8.97970772699323e-08,-8.97970772699578e-08,-3.68339696343761e-08,3.68339696343443e-08,9.93921085225881e-08,0,0,0,0.511999999999944,103,942.860679611651,540.33932038835,2245.96116504854,941.854368932039,943.866990291262,535.979611650486,544.699029126214,2409.44660194175,2082.47572815534,0
1997.4144,-6.86392731554044e-08,-1.00805972098811e-08,-7.87198703651092e-08,1.74412839255702e-07,1.19802646331702e-08,1.19802646332794e-08,1.44833784442875e-06,-4.73782002392187e-07,9.74555842036443e-07,2.42647122477053e-07,-2.16735990106314e-07,2.426471224771e-07,4.57492877479246e-08,,1.82095004149376e-08,,,1.89231469077357e-07,-6.24046122075407e-08,-8.31626846447911e-07,-6.24046122075352e-08,2.46347835125636e-07,7.04694502800428e-08,3.16817285405716e-07,2.55502932349061e-07,2.7081479672498e-08,,-6.14648762159172e-07,6.14648762158604e-07,-6.10935682026996e-08,,1.21655365477187e-07,3.22054885045602e-08,8.3019708074757e-08,9.45025492255041e-09,9.24699629971361e-08,4.25231039814057e-07,-9.9583449491242e-08,-9.95834494912923e-08,,6.63860721405875e-07,7.14953426255349e-07,3.56123562354435e-08,,,2.47159840108702e-07,-8.80841361350533e-08,-8.80841361350783e-08,-3.39612649791997e-08,3.39612649791712e-08,9.37063076273646e-08,0,0,0,0.614399999999932,102,938.079901960784,535.544117647059,2249.60294117647,937.627450980392,938.532352941176,532.28137254902,538.806862745098,2410.86274509804,2088.3431372549,0
1997.5168,-6.60250189363482e-08,-8.46819512044921e-09,-7.44932140566217e-08,1.7463799363254e-07,1.32073109742297e-08,1.32073109743385e-08,1.37655665825373e-06,-4.66973130210014e-07,9.09583528043601e-07,2.40866925283786e-07,-2.18604391485907e-07,2.40866925283832e-07,4.72721976883341e-08,,2.10815029488619e-08,,,1.80445584893875e-07,-4.86822390551502e-08,-8.40104401895045e-07,-4.86822390551429e-08,2.29826051602662e-07,6.26467981130965e-08,2.92472849715795e-07,2.56666967512873e-07,2.32614073432186e-08,,-6.31922773712752e-07,6.31922773712197e-07,-5.45941862006517e-08,,1.18813605285174e-07,3.01518914751132e-08,7.415157251662e-08,7.20313914444309e-09,8.13547116608883e-08,4.07594015184801e-07,-9.46659695036379e-08,-9.46659695036929e-08,,6.10466329717106e-07,5.39873924313589e-07,4.02610603056257e-08,,,2.44637458807623e-07,-8.51872575808728e-08,-8.51872575808968e-08,-3.01413918921903e-08,3.01413918921642e-08,8.79189584626508e-08,0,0,0,0.716800000000148,103,940.860194174757,538.999514563107,2242.31553398058,941.099029126214,940.621359223301,536.964077669903,541.034951456311,2404.39805825243,2080.23300970874,0
1997.6192,-6.34152913488016e-08,-6.97954352395018e-09,-7.03948348725763e-08,1.75510094282631e-07,1.45561438910644e-08,1.45561438911729e-08,1.30271240576487e-06,-4.72956956987029e-07,8.29755448777721e-07,2.38595366642956e-07,-2.18277044390402e-07,2.38595366643001e-07,4.97281854806095e-08,,2.49149126811206e-08,,,1.71000981529542e-07,-3.52157014136043e-08,-8.45276748334732e-07,-3.5215701413594e-08,2.12989645774874e-07,5.45926995544389e-08,2.6758234532935e-07,2.58803337531324e-07,1.98935799111982e-08,,-6.44756130206714e-07,6.44756130206172e-07,-4.29945936337492e-08,,1.158647198645e-07,2.81977659594588e-08,6.51749702184628e-08,5.01054809380241e-09,7.01855183120875e-08,3.89632999863805e-07,-8.86386516830371e-08,-8.86386516830977e-08,,5.75598707651739e-07,3.77426575773615e-07,4.48790145719757e-08,,,2.41374012611162e-07,-8.11933013363953e-08,-8.11933013364171e-08,-2.55709489613229e-08,2.55709489612985e-08,8.21922771608039e-08,0,0,0,0.819200000000137,102,944.000980392157,533.521078431373,2241.44607843137,944.036274509804,943.96568627451,535.486274509804,531.555882352941,2401.94117647059,2080.95098039216,0
1997.7216,-6.0689684841883e-08,-5.63126679532321e-09,-6.63209516370304e-08,1.76845448197986e-07,1.61080657436492e-08,1.61080657437566e-08,1.22780857922106e-06,-4.91836745970462e-07,7.35971833250483e-07,2.3560247831742e-07,-2.15702138836146e-07,2.35602478317464e-07,5.29024665216876e-08,,2.93377813929378e-08,,,1.61689377830624e-07,-2.28652996176697e-08,-8.47307376059885e-07,-2.28652996176567e-08,1.96156750285455e-07,4.66985164470821e-08,2.42855266732574e-07,2.61442199548742e-07,1.70019846407201e-08,,-6.53248710507616e-07,6.53248710507086e-07,-2.71189030094266e-08,,1.12815792688328e-07,2.63879185672221e-08,5.64355003119352e-08,2.8160087666355e-09,5.92515090783903e-08,3.71289373604915e-07,-8.16748377510174e-08,-8.16748377510835e-08,,5.59894081429829e-07,2.3174143413814e-07,4.93513315750292e-08,,,2.37035840376805e-07,-7.6337796652597e-08,-7.63377966526158e-08,-2.04000688226765e-08,2.04000688226538e-08,7.6522793967061e-08,0,0,0,0.921600000000126,103,946.759708737864,527.83932038835,2243.94660194175,945.533009708738,947.98640776699,526.249514563107,529.429126213592,2403.94174757282,2083.95145631068,0
