time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
1230.9504,-0.240533785488049,-1.23087654313118,-0.669095916054226,-0.472959191372265,-1.63817589106563,-1.638175891067,,0.43829814051323,0.361953339169189,-2.19823265307147,2.13726758396389,-2.19823265307168,-1.48716900045378,,-2.8281099918271,,,0.181738313331766,,-0.383118035074665,0.19314771789646,,0.521183457161498,,0.727443316212533,1.09582890225976,,,0.423683146220294,-0.680834434257457,0.0859887165472946,0.169882946970804,0.435676478219813,0.296645831329843,0.531731076759393,0.502762074602456,0.855700758525456,0.666666666896502,0.666666666904349,,,0.413707926887464,,0.787167626163201,0.3511284539415,1.08263296772763,-0.0392943029785962,-0.0392943029803633,0.304833987602047,-0.304833987603077,0.820588051605376,0,103,974.489805825243,521.595631067961,1198.95145631068,983.964077669903,965.015533980583,513.269902912621,529.921359223301,1246.60194174757,1151.30097087379,0
1231.0528,-0.232229477143269,-1.23337567631439,-0.662040667661446,-0.511221042710627,-1.61968396300221,-1.61968396300357,,0.401424757376601,0.322163038920889,-2.20625546621866,2.09646782848445,-2.20625546621886,-1.51994586455619,,-2.86527907387146,,,0.177431088978571,,-0.378415424167262,0.179391484935194,,0.517890245627071,,0.751465048874131,1.12653006670354,,,0.425896738558474,-0.662698029937455,0.0992550561285604,0.153265769075609,0.430057626694459,0.322831419214187,0.526898084940088,0.522290570061656,0.86220973242094,0.666155853056726,0.666155853064552,,,0.397288102602713,,0.749406070493852,0.342375991396992,1.08126330671753,-0.0500688124241369,-0.0500688124258926,0.290885454187878,-0.290885454188908,0.847921161567149,0.102399999999989,102,978.35,516.638235294118,1198.10784313726,988.422549019608,968.277450980392,518.752941176471,514.523529411765,1239.92156862745,1156.29411764706,0
1231.1552,-0.22399065717629,-1.23573041714471,-0.654996595418927,-0.548830217714444,-1.60020330179514,-1.6002033017965,,0.364522548094119,0.282513746758095,-2.21298673930344,2.0554624404681,-2.21298673930363,-1.5510018160562,,-2.90057275523962,,,0.173074300322252,,-0.373824300185838,0.165154575179549,,0.515271347195198,,0.774555092113124,1.15692519818599,,,0.428824072955531,-0.644196075293837,0.112653625389007,0.136023864476846,0.423601986150345,0.34830962541322,0.522058317625395,0.541225594177698,0.866719044327362,0.66683375183445,0.666833751842265,,,0.381079089954948,,0.711420875904953,0.334152725197731,1.08061875749776,-0.060443228573313,-0.0604432285750584,0.276525490989592,-0.276525490990617,0.874303988993466,0.204799999999977,103,984.090291262136,538.033009708738,1172.17475728155,994.48640776699,973.694174757282,536.480582524272,539.585436893204,1213.92233009709,1130.42718446602,0
1231.2576,-0.215816104512038,-1.23793236948985,-0.647959536831048,-0.585766007456908,-1.57976191118555,-1.57976191118691,,0.327643518869228,0.243061062898571,-2.21838011979369,2.01433522035357,-2.21838011979387,-1.58026413502774,,-2.93386067506385,,,0.168730791484386,,-0.369391839734934,0.150453447750555,,0.513321206810522,,0.796672891694166,1.18694756327034,,,0.432452089078617,-0.625403810936017,0.126131436816569,0.118220008500342,0.416325883546567,0.373002133628501,0.517203758342488,0.559497953905705,0.86922732338505,0.668721801621946,0.668721801629738,,,0.365155210132194,,0.673273452729081,0.326465472812842,1.08070384849922,-0.0703777415355633,-0.0703777415373066,0.261791758782373,-0.261791758783392,0.899693657393164,0.307199999999966,102,963.665196078431,718.653921568627,979.210784313726,980.528431372549,946.801960784314,733.06862745098,704.239215686275,1023.92156862745,934.5,0
1231.36,-0.207704030507444,-1.23997132097111,-0.640924138623985,-0.622011130371226,-1.55839093941687,-1.55839093941822,,0.290837556691325,0.203857904124951,-2.22238821937445,1.97316736939414,-2.22238821937462,-1.60766113984225,,-2.96501256611068,,,0.164463564408608,,-0.365165140851668,0.135306792879975,,0.512032085651962,,0.817780929996563,1.21652965693801,,,0.43676316130201,-0.606398061033551,0.139636542455656,0.0999182327028689,0.408249556527584,0.396833117243221,0.512326335244072,0.577040506937634,0.869739162110112,0.671836016071516,0.671836016079277,,,0.349588927863204,,0.635025668739318,0.319318179431234,1.08151852414687,-0.0798360323196192,-0.0798360323213686,0.246723103959979,-0.246723103960989,0.92404765955065,0.409599999999955,102,923.630882352941,787.714215686275,766.980392156863,942.673529411765,904.588235294118,812.166666666667,763.261764705882,806,727.960784313726,0
1231.4624,-0.199652193750056,-1.24183528183656,-0.63388398045913,-0.657551811351462,-1.53612457235006,-1.53612457235141,,0.254152296520644,0.164954366729749,-2.22496278796933,1.93203718277561,-2.22496278796948,-1.6331223386142,,-2.99389875520735,,,0.160335373099404,,-0.361191085578696,0.119735495050649,,0.511394113915018,,0.837844814865028,1.24560340669079,,,0.441735158324822,-0.587256767324117,0.153118219083907,0.0811836484731398,0.399397169466601,0.419729606062335,0.507418005195784,0.593788508064568,0.868265111980047,0.676186804589656,0.676186804597382,,,0.33445044979151,,0.596739598010684,0.312711895862008,1.08305791478054,-0.0887854357689203,-0.0887854357706725,0.23135941632877,-0.231359416329773,0.947323823515951,0.511999999999944,103,1174.69854368932,676.599514563107,610.194174757282,1187.61553398058,1161.78155339806,700.020388349515,653.178640776699,643.252427184466,577.135922330097,0
1231.5648,-0.191658017392854,-1.24351055159732,-0.626831710973757,-0.692377799736062,-1.51299991296614,-1.51299991296749,,0.217633017504002,0.126397621881747,-2.22605496425154,1.89101978340552,-2.22605496425168,-1.65657864092736,,-3.02039072427076,,,0.156408320337781,,-0.357516178732102,0.103762568863338,,0.5113953189434,,0.856833369470776,1.27410041524135,,,0.447341529441535,-0.568058517363657,0.166527130259638,0.062082286172445,0.389796816461957,0.441621855105548,0.502470828664474,0.609679952835911,0.864821651640652,0.68177880104187,0.681778801049559,,,0.31980737234836,,0.558477290078295,0.30664480553465,1.0853121566368,-0.0971970665927871,-0.0971970665945488,0.215741459983827,-0.215741459984823,0.96948031123737,0.61440000000016,102,1574.52205882353,505.391176470588,511.656862745098,1603.78235294118,1545.26176470588,534.792156862745,475.990196078431,549.705882352941,473.607843137255,0
1231.6672,-0.183718709205651,-1.24498181347885,-0.619759196339896,-0.726482337372836,-1.48905683459251,-1.48905683459385,,0.181322570170296,0.0882318461629076,-2.22561559657574,1.85018689555431,-2.22561559657587,-1.67796263085173,,-3.0443617287089,,,0.152743463275224,,-0.354186356553013,0.0874130787975157,,0.512021636510879,,0.874718718148127,1.30195223682421,,,0.453551417087996,-0.548882057908424,0.179815473342745,0.0426809353430663,0.379480500503515,0.462443714664416,0.497477042335902,0.624655921183353,0.859431132164672,0.688610703380002,0.688610703387648,,,0.305724367918203,,0.520300554329137,0.301112292307173,1.08826626154395,-0.105045921136366,-0.105045921138135,0.199910674380926,-0.199910674381914,0.990475646042495,0.716800000000148,103,1268.28834951456,788.981553398058,482.169902912621,1297.44854368932,1239.12815533981,823.758252427185,754.204854368932,517.155339805825,447.184466019418,0
1231.7696,-0.175831384090356,-1.24623225513739,-0.612657680547036,-0.759862091385271,-1.46433779855943,-1.46433779856076,,0.145261326825053,0.0504981782237331,-2.22359561957244,1.80960665861334,-2.22359561957255,-1.69720889746299,,-3.0656874645184,,,0.149400434865258,,-0.351246769874993,0.0707140620750479,,0.513256925942767,,0.891476364237711,1.32909068301779,,,0.460329793381014,-0.529805786584023,0.192937116015671,0.023046976386213,0.368484080210925,0.482132997035986,0.49242914416372,0.638660924239326,0.852121690187642,0.696675129865926,0.696675129873524,,,0.292262888108989,,0.482270750688412,0.296107028558785,1.09190003393554,-0.112310961226658,-0.112310961228444,0.183908952204858,-0.183908952205843,1.01026876835358,0.819200000000137,102,1090.32107843137,905.006862745098,447.617647058824,1119.90196078431,1060.74019607843,934.777450980392,875.236274509804,469.058823529412,426.176470588235,0
1231.872,-0.167993186925727,-1.2472437121298,-0.605517954113919,-0.792517058123082,-1.43888763530447,-1.43888763530579,,0.109487144979642,0.0132346886549959,-2.21994647131373,1.76934347398192,-2.21994647131383,-1.71425441190086,,-3.08424677526214,,,0.14643708529036,,-0.348741548256162,0.0536944688816191,,0.515083004823858,,0.907085258840223,1.35544815306378,,,0.467637619653835,-0.510907220949032,0.20584772627793,0.00324819915482364,0.356847183179373,0.500631832912914,0.487319998754335,0.651643252286995,0.84292711254776,0.705958497109381,0.705958497116924,,,0.279480868040017,,0.444448579113435,0.291619063796423,1.09618803246673,-0.118975175767356,-0.118975175769162,0.167778401444479,-0.167778401445461,1.02881911995835,0.921600000000126,103,933.234466019418,926.542718446602,444.18932038835,966.791262135922,899.677669902913,947.252427184466,905.833009708738,454.883495145631,433.495145631068,0
