time,S1-D1,S1-D8,S1-D9,S1-D23,S2-D1,S2-D2,S2-D3,S2-D9,S2-D15,S3-D1,S3-D2,S3-D24,S4-D2,S4-D3,S4-D5,S4-D16,S5-D3,S5-D4,S5-D5,S5-D17,S6-D2,S6-D5,S6-D25,S7-D6,S7-D7,S7-D18,S8-D6,S8-D7,S8-D26,S9-D3,S9-D4,S9-D9,S9-D11,S9-D27,S10-D8,S10-D9,S10-D10,S10-D11,S10-D19,S11-D8,S11-D10,S11-D28,S12-D10,S12-D11,S12-D12,S12-D20,S13-D4,S13-D11,S13-D12,S13-D21,S14-D10,S14-D12,S14-D29,S15-D13,S15-D14,S15-D22,S16-D13,S16-D14,S16-D30,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
880.0256,0.959726321659634,0.587507443034332,-0.587507443038098,-2.92575177229011,0.00260132456646049,0.256891640385354,,-0.317488694321193,,-0.648685771960123,-0.665147819577831,0.998022114057922,0.998022114056653,-0.514570853808451,,,,0.977641235422425,,,0.846795082637507,-0.499113173205015,,-0.471829721984749,-0.869115198615286,,-0.472887146527397,-0.680371454141365,0.939958225695623,-0.649651912378525,0.939958225697696,,-1.70821655993466,-0.0152544237727374,-0.280006816408473,0.280006816410326,0.163036575683485,,,1.12579868327419,-1.00695091350884,1.11072347195655,-0.212285617055043,2.02809612660175,,,0.385511861482782,-0.207009499623946,,,0.74800227051927,1.63708276344373,,-1.21491250773329,-1.40898703024216,,-0.520046296033212,0.233546396921507,2.12112195356703,0,103,1032.28786407767,508.527669902913,964.063106796116,1030.95048543689,1033.62524271845,503.34854368932,513.706796116505,985.747572815534,942.378640776699,0
880.128,0.975540369548549,0.660044735702375,-0.660044735706107,-2.92374056447293,0.0348685241761368,0.244670614994124,,-0.306214550258941,,-0.638700690848349,-0.640997304936473,0.952990876363238,0.95299087636195,-0.522503607709791,,,,0.985492580915961,,,0.849053616278913,-0.476343596209704,,-0.461280621671668,-0.867380645816489,,-0.451678336857571,-0.652613128038892,0.909697977153275,-0.648844115552919,0.909697977155349,,-1.68365679666433,-0.031381550308197,-0.294495599931851,0.294495599933684,0.168223999026963,,,1.11695902798986,-1.05312788122508,1.05880296864951,-0.287199003072089,2.05643379347724,,,0.37663368760703,-0.219413903350427,,,0.739979070233932,1.65600538451426,,-1.2249702230306,-1.43104274253554,,-0.510953110669138,0.257240779059926,2.16282932653136,0.102399999999989,102,995.070588235294,456.055882352941,939.578431372549,979.190196078431,1010.95098039216,501.203921568628,410.907843137255,935.460784313726,943.696078431373,0
880.2304,0.991646485414111,0.730471148036745,-0.730471148040444,-2.92002617717117,0.0687251498654574,0.233164704529749,,-0.294448654212652,,-0.628159498294483,-0.616153841596241,0.907512559791345,0.907512559790057,-0.529737020853262,,,,0.993765271984007,,,0.850323174852121,-0.454272411450345,,-0.452987964151184,-0.865239144411917,,-0.430873408470413,-0.624973151710164,0.879107697322371,-0.649309857101324,0.879107697324448,,-1.65846616311771,-0.0463821074558501,-0.31100021230567,0.311000212307484,0.172985586025969,,,1.10743050302426,-1.0957472590047,1.00735345332556,-0.358577204870613,2.08288727216533,,,0.367490149412654,-0.232237130499395,,,0.732310376204763,1.67372775304803,,-1.234847475562,-1.45321029367677,,-0.501314466554492,0.281007212322579,2.20411354269068,0.204799999999977,103,937.809708737864,428.370873786408,963.004854368932,943.461165048544,932.158252427184,417.967961165049,438.773786407767,971.436893203884,954.572815533981,0
880.3328,1.00800193884483,0.798654241912146,-0.798654241915816,-2.91460699995402,0.104051631579965,0.222396501013065,,-0.282233740131607,,-0.617092327486343,-0.59069616712975,0.861686074011292,0.861686074010006,-0.536273440662364,,,,1.00242864764214,,,0.850631776835058,-0.432937057797067,,-0.446893357911266,-0.862725893898812,,-0.410489068182662,-0.597489211487633,0.848078599183727,-0.651017602594398,0.848078599185805,,-1.63266146121425,-0.0603360573792693,-0.32947829396481,0.329478293966604,0.177281616804808,,,1.09710465191517,-1.13497595271696,0.956477042531483,-0.426507365308817,2.10743413173609,,,0.358075972260413,-0.24545695603117,,,0.725017012502686,1.69022033327774,,-1.24454946601979,-1.47549156233441,,-0.49113495019377,0.304810408692891,2.24489128329602,0.307199999999966,102,933.444607843137,456.714705882353,978.867647058824,930.161764705882,936.727450980392,455.914705882353,457.514705882353,992.529411764706,965.205882352941,0
880.4352,1.02456251939862,0.864472182708946,-0.864472182712599,-2.90748780045849,0.14072073229232,0.212386157700058,,-0.269615022087295,,-0.605531422205721,-0.564706265350635,0.815615210169164,0.815615210167877,-0.542116343441102,,,,1.01145039812458,,,0.850012505602235,-0.412370756269198,,-0.442930663470564,-0.859877361983952,,-0.390540970719853,-0.570199099239775,0.816500270765542,-0.653931297267149,0.81650027076762,,-1.60626186004162,-0.073330511459423,-0.349880584476804,0.349880584478579,0.181072058088044,,,1.08587421341955,-1.17099317285138,0.906272645768377,-0.491089854349674,2.1300586896985,,,0.348386013953522,-0.259048509924162,,,0.718116978847746,1.7054588283346,,-1.2540823021249,-1.49788545587157,,-0.480420277628175,0.328614848294177,2.28508119114924,0.409599999999955,102,933.797058823529,459.51568627451,1006.25490196078,930.688235294118,936.905882352941,456.826470588235,462.204901960784,1010.59803921569,1001.91176470588,0
880.5376,1.04128262272821,0.927813763316873,-0.927813763320525,-2.89867981287078,0.178598177580998,0.203151391160859,,-0.256640048669108,,-0.593511040865125,-0.538269040883005,0.769408586320916,0.769408586319628,-0.547270129595902,,,,1.02079666972665,,,0.848503167563937,-0.392602596554791,,-0.441026417402257,-0.856731031969501,,-0.371043755076336,-0.543140648237102,0.784261298287583,-0.658010685648616,0.784261298289661,,-1.57928884734833,-0.0854590623244367,-0.372151086811967,0.372151086813722,0.184316766426696,,,1.07363346270551,-1.20398878252458,0.856836148121472,-0.552436650333495,2.15075174776745,,,0.338415310824998,-0.27298423760091,,,0.711625416442306,1.71942389872449,,-1.26345291728134,-1.52038778974534,,-0.469177291892594,0.352384874129173,2.32460379410527,0.511999999999944,103,935.111165048544,466.905825242719,1043.58252427184,934.365048543689,935.857281553398,466.178640776699,467.633009708738,1037.41747572816,1049.74757281553,0
880.64,1.05811531549029,0.988578212546902,-0.988578212550542,-2.88820066979742,0.217543319180202,0.194707540361584,,-0.243358556721494,,-0.581067357412811,-0.511471986089483,0.723179541776121,0.723179541774831,-0.551739932184892,,,,1.03043214341241,,,0.846145908364023,-0.373657669569932,,-0.441100314399695,-0.853325159493397,,-0.352011107233468,-0.516351678323601,0.751249973052605,-0.663211673295367,0.751249973054683,,-1.55176614624197,-0.0968210160133977,-0.39622726520343,0.396227265205168,0.186975685280329,,,1.06027860136435,-1.23416154693205,0.808260538545259,-0.610669666021374,2.16951031296875,,,0.328159155182465,-0.287233891924458,,,0.705554577850326,1.7321008361182,,-1.27266895844896,-1.54299116653843,,-0.457413966863585,0.376084768894479,2.36338141632984,0.614399999999932,102,975.975936494001,461.511598520005,1095.3542685731,979.769520046825,972.182352941176,480.777538776705,442.245658263305,1070.81357916301,1119.89495798319,0
880.7424,1.0750123808976,1.04667480667222,-1.04667480667585,-2.87607418757738,0.257409809613553,0.187067673228105,,-0.229822323250972,,-0.568238359078213,-0.484404842295262,0.677045979389541,0.677045979388266,-0.555531440596383,,,,1.04032008962613,,,0.842986789351329,-0.355557240314835,,-0.44306573288752,-0.849698541733523,,-0.333455848513388,-0.489869952513315,0.717355077320484,-0.669486719612268,0.717355077322562,,-1.5237196017382,-0.107520539318905,-0.422040270338046,0.422040270339765,0.189009039701481,,,1.04570819569688,-1.26171732198771,0.760635973486296,-0.665919060286757,2.18633730739853,,,0.317613204183694,-0.301764558040366,,,0.699913810322278,1.74347921335507,,-1.28173865054315,-1.5656848562862,,-0.44513941799277,0.399678814016827,2.40133807943386,0.716799999999921,103,1078.02870646766,500.304626865672,1120.69228855721,1078.85074626866,1077.20666666667,512.149253731343,488.46,1099.41791044776,1141.96666666667,0.650485436893204
880.8448,1.09192435159147,1.10202232570571,-1.10202232570935,-2.86233002587185,0.298046275432086,0.180242727057809,,-0.21608500915354,,-0.555063737478623,-0.457159249425635,0.631130151478116,0.631130151476851,-0.558650744649882,,,,1.05042240612942,,,0.839075330930622,-0.338318945670164,,-0.446830290508007,-0.845890296438334,,-0.315390041281461,-0.463733138850406,0.682466742348109,-0.676785250951787,0.682466742350186,,-1.49517704104054,-0.117665740129317,-0.449515182455981,0.449515182457681,0.190377537437654,,,1.02982366325315,-1.2868672228413,0.71404976491585,-0.718321579399747,2.20124127184822,,,0.306773621603366,-0.31654071217086,,,0.694709566745713,1.75355252705599,,-1.29067064405235,-1.5884546838213,,-0.432363919149614,0.42313133582494,2.43839939405488,0.81919999999991,102,1166.69752658277,559.345739056817,1158.49077337403,1169.70276558385,1163.6922875817,544.995763827919,573.695714285714,1132.1026485221,1184.87889822596,0
880.9472,1.10880054064112,1.15454841578754,-1.15454841579116,-2.84700324838724,0.339296990466466,0.174241665340963,,-0.202201985075574,,-0.541584767047054,-0.429828371477463,0.585558379768264,0.585558379767014,-0.561104206542183,,,,1.06069964903845,,,0.834464033958483,-0.321956996541452,,-0.452296422900339,-0.841939642377429,,-0.297825099288893,-0.437978766564451,0.646477371389369,-0.68505408467473,0.646477371391448,,-1.4661681124698,-0.12736769928007,-0.47857126176628,0.478571261767961,0.191042586887346,,,1.01252980732366,-1.30982580831572,0.668586283186028,-0.768018966770657,2.21423606900113,,,0.295637249467194,-0.331524313840365,,,0.689945455209636,1.76231784523597,,-1.29947385296199,-1.61128293086945,,-0.419098922900049,0.446406747355898,2.47449244524687,0.921599999999899,103,1150.60922330097,627.230582524272,1185.62621359223,1141.41844660194,1159.8,606.772815533981,647.688349514563,1173.7572815534,1197.49514563107,0
