time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
401.1008,0.141756855024014,-0.931371578085569,,0.703268217093163,0.0686024987934946,,,,0.37090867867637,,-0.307754772957908,,0.436125891598593,,,,,,,,,,,,,0.571237041114437,,,-0.0879539271759846,0.855779594866652,,,,,0.672419845245675,,0.10765628763266,,-1.85104118772338,,,,,,,0.897764435426264,,,,,,0,103,955.671359223301,523.650485436893,727.344660194175,952.512621359223,958.830097087379,521.125242718447,526.17572815534,782.485436893204,672.203883495146,0
401.2032,0.111073275077625,-0.90886333624809,,0.736250453339792,0.0735307589132422,,,,0.389667444456277,,-0.3132453761106,,0.407940618846593,,,,,,,,,,,,,0.545001261094086,,,-0.0799080134153643,0.850255724664303,,,,,0.676211326225691,,0.133149636658744,,-1.84417301309324,,,,,,,0.898777838653792,,,,,,0.102399999999989,102,954.386274509804,524.15931372549,758.725490196079,947.412745098039,961.359803921569,521.943137254902,526.375490196079,813,704.450980392157,0
401.3056,0.0796766312108473,-0.886259535365938,,0.770098195259031,0.0784523042138899,,,,0.408995646691379,,-0.319429184944881,,0.378841255305031,,,,,,,,,,,,,0.518033435602306,,,-0.0717664463629472,0.845289393773168,,,,,0.679208863996191,,0.1594056663865,,-1.83744554077853,,,,,,,0.899598426810857,,,,,,0.204800000000034,103,955.282038834951,533.589805825243,810.825242718447,946.340776699029,964.223300970874,530.546601941748,536.633009708738,866.029126213592,755.621359223301,0
401.408,0.0475779088194402,-0.863579959886749,,0.804732925406499,0.0833136764453937,,,,0.428927605363054,,-0.326282359164347,,0.348879422171393,,,,,,,,,,,,,0.490353823756664,,,-0.0635029535769083,0.840837990621899,,,,,0.68143343079946,,0.186338532678936,,-1.8308476662756,,,,,,,0.90022301844554,,,,,,0.307200000000023,102,954.395098039216,545.641176470588,871.519607843137,942.207843137255,966.582352941177,544.805882352941,546.476470588235,928.970588235294,814.06862745098,0
401.5104,0.0147901991380402,-0.840842558543692,,0.840071263890918,0.0880581056271469,,,,0.449496436405637,,-0.333777912969368,,0.31811035778521,,,,,,,,,,,,,0.461987461176006,,,-0.0550896602034781,0.83685259829911,,,,,0.682911944952177,,0.213860001390662,,-1.82436889233574,,,,,,,0.900648992841613,,,,,,0.409600000000012,103,952.493689320388,552.091747572816,925.223300970874,939.585436893204,965.401941747573,552.334951456311,551.84854368932,985.378640776699,865.067961165049,0
401.6128,-0.0186711710463542,-0.818063462177849,,0.876025165182412,0.0926256836800108,,,,0.470733729441479,,-0.341885590504898,,0.286592828226244,,,,,,,,,,,,,0.432964113930417,,,-0.0464971896067847,0.833278200869196,,,,,0.683677099299945,,0.24187970819967,,-1.81799954465597,,,,,,,0.900874160170045,,,,,,0.512000000000001,102,953.016176470588,557.592156862745,959.436274509804,940.702941176471,965.329411764706,561.108823529412,554.075490196079,1021.78431372549,897.088235294118,0
401.7152,-0.0527885309671672,-0.795257004701834,,0.912502165086877,0.0969535784654817,,,,0.492669221000421,,-0.35057176026797,,0.254388997574056,,,,,,,,,,,,,0.403318190218729,,,-0.0376947925971541,0.830053954233837,,,,,0.683767132656597,,0.270305416982397,,-1.81173094609691,,,,,,,0.900896617254923,,,,,,0.614399999999989,102,1022.92598039216,630.300980392157,985.171568627451,1007.31078431373,1038.54117647059,630.887254901961,629.714705882353,1049.91176470588,920.431372549019,0
401.8176,-0.0875417797104732,-0.77243574866642,,0.949405680849694,0.10097628740766,,,,0.515330459549192,,-0.359799327535078,,0.221564255091675,,,,,,,,,,,,,0.373088610198589,,,-0.0286505089167621,0.827113528153772,,,,,0.683225537435895,,0.299043286400107,,-1.80555555030873,,,,,,,0.90071458622707,,,,,,0.716800000000035,103,1063.9427184466,675.129611650486,1004.5145631068,1044.4145631068,1083.47087378641,674.165048543689,676.094174757282,1072.98058252427,936.04854368932,0
401.92,-0.122908324392331,-0.749610515038029,,0.986635362218556,0.104625928162564,,,,0.538742458458869,,-0.369527663974945,,0.188186999212724,,,,,,,,,,,,,0.342318637193186,,,-0.0193313615510188,0.824385516086928,,,,,0.682100707341406,,0.327998147576104,,-1.79946703517317,,,,,,,0.900326233843368,,,,,,0.819200000000024,102,1060.01617647059,680.238725490196,1039.41666666667,1037.55490196078,1082.47745098039,672.101960784314,688.375490196079,1109.5,969.333333333333,0
402.0224,-0.158863047436741,-0.726790414190406,,1.02408749634391,0.107832567098823,,,,0.562927335585152,,-0.379712556796437,,0.154328375280269,,,,,,,,,,,,,0.311055670693255,,,-0.00970357872382165,0.821793902616558,,,,,0.680445532681134,,0.357073786423477,,-1.79346035433415,,,,,,,0.899729473360899,,,,,,0.921600000000012,103,992.300970873786,974.468446601942,1081.28640776699,963.966990291262,1020.63495145631,965.481553398058,983.455339805825,1147.92233009709,1014.65048543689,0
