time,S1-D1,S1-D8,S1-D9,S1-D15,S2-D1,S2-D2,S2-D3,S2-D9,S3-D1,S3-D2,S3-D16,S4-D2,S4-D3,S4-D5,S5-D3,S5-D4,S5-D5,S6-D2,S6-D5,S6-D17,S7-D6,S7-D7,S8-D6,S8-D7,S8-D18,S9-D3,S9-D4,S9-D9,S9-D11,S9-D19,S10-D8,S10-D9,S10-D10,S10-D11,S11-D8,S11-D10,S11-D20,S12-D10,S12-D11,S12-D12,S13-D4,S13-D11,S13-D12,S14-D10,S14-D12,S14-D21,S15-D13,S15-D14,S16-D13,S16-D14,S16-D22,t_rel_s,eye_n,xp,yp,ps,xpl_i,xpr_i,ypl_i,ypr_i,psl_i,psr_i,blink_prop
888.0128,-0.105727936090213,-0.15409768413775,-0.156926265661367,1.09862962424166,0.0674559278906345,0.0674559278928381,0.0187739932548566,-0.240393272291571,-0.16202211591924,-2.39376085881013,-0.521942369236139,-2.39376085881247,-1.58824517867291,,,,,-3.38888646774187,,-0.19809920324441,-1.31410559106829,,0.728668865233679,,0.77739523248601,-0.937223506582953,,0.37318064161982,-0.373180641625589,-1.54901522831227,-1.41977344077617,-2.33111374541284,-1.76702786068816,-1.94304248080352,-2.0720349723884,-2.66944377623837,0.911957650858918,-0.243365556762269,-0.243365556758686,,,,,-1.24590233521654,1.77852383742221,-0.956142735762828,1.12834596463322,1.12834596463342,,,-0.564666511861298,0,103,738.424757281553,568.455825242719,608.820388349515,737.573786407767,739.27572815534,580.391262135922,556.520388349515,583.058252427185,634.582524271845,0
888.1152,-0.122142413400173,-0.145234749953706,-0.167418947557577,1.088205098473,0.0769537274892169,0.0769537274914093,0.0367539560227769,-0.228687431130769,-0.137056557169816,-2.3678122205057,-0.49504006204097,-2.36781222050807,-1.57156022282624,,,,,-3.36031696185421,,-0.186542789230554,-1.30979178238159,,0.6894587072701,,0.777434663211663,-0.92265964565688,,0.377227070392152,-0.377227070397989,-1.55201878042694,-1.39940714278971,-2.29918307859704,-1.74207062966741,-1.91245848279732,-2.04209030819804,-2.62847530035423,0.909142501172788,-0.23335137323753,-0.23335137323392,,,,,-1.25134095532758,1.7989578303516,-0.952987133764825,1.14366182906712,1.14366182906731,,,-0.559776340890434,0.102399999999989,102,669.781862745098,542.569607843137,589.676470588235,664.435294117647,675.128431372549,550.104901960784,535.03431372549,564.225490196079,615.127450980392,0
888.2176,-0.137382404547052,-0.133695841444549,-0.175760513054095,1.07662261395799,0.0882738697152115,0.088273869717388,0.0542942743613369,-0.216505439957801,-0.11213380902639,-2.34050526625986,-0.468291008571872,-2.34050526626224,-1.55439710569159,,,,,-3.32834814262312,,-0.1750069964419,-1.30524160605083,,0.652027483296365,,0.7765303644515,-0.906946955299902,,0.380769014393898,-0.380769014399809,-1.55454593539173,-1.37757181037331,-2.26603432388423,-1.71559398474196,-1.87946710002583,-2.00886492095743,-2.58391901254126,0.905125911929778,-0.220023273185338,-0.220023273181702,,,,,-1.2568602859587,1.81803548372187,-0.948962283290174,1.15836613473832,1.1583661347385,,,-0.554432931972281,0.204799999999977,103,626.146116504854,532.846116504855,585.631067961165,618.697087378641,633.595145631068,539.372815533981,526.319417475728,558.330097087379,612.932038834951,0
888.32,-0.15141079041724,-0.119546703502523,-0.181946568757716,1.0638751202922,0.101342316863143,0.101342316865317,0.0714701042388394,-0.203904946362281,-0.0872288704287703,-2.31183470603578,-0.441716161837216,-2.31183470603819,-1.53671245495489,,,,,-3.29301089628085,,-0.163498594067423,-1.30041142278665,,0.616252956751846,,0.77466653696886,-0.890136174094823,,0.38379859220259,-0.383798592208563,-1.55665550404229,-1.35431482552487,-2.231736857392,-1.68765471813833,-1.84413965177658,-1.9724248983621,-2.53586897760264,0.89988105668008,-0.20343106228096,-0.203431062277306,,,,,-1.26245867889644,1.8357467983077,-0.944112223814187,1.17248057530392,1.1724805753041,,,-0.548663624573473,0.30720000000008,102,819.386764705882,543.936274509804,586.843137254902,809.120588235294,829.652941176471,546.562745098039,541.309803921569,549.480392156863,624.205882352941,0
888.4224,-0.164191974539531,-0.102859446666319,-0.185976735380337,1.04995826682302,0.116081840438705,0.116081840440867,0.088358228639231,-0.190943660127079,-0.0623153161763598,-2.28179654070949,-0.415337663569212,-2.28179654071192,-1.51846209694884,,,,,-3.25434204003141,,-0.152025559893376,-1.2952562435075,,0.582010165789136,,0.771828796843147,-0.872281582117565,,0.386310347607335,-0.386310347613367,-1.55840795999411,-1.32968590986573,-2.1963604534603,-1.65831164301778,-1.80655382667039,-1.93284575331874,-2.48442904568934,0.893384380833409,-0.183632953616523,-0.183632953612837,,,,,-1.26813537240335,1.8520856913169,-0.938480630307629,1.18602908626399,1.18602908626416,,,-0.542496995923775,0.409600000000069,103,1050.77162421654,560.735320142559,604.55389732088,1043.18046116505,1058.36278726804,561.432038834952,560.038601450166,570.513349514563,638.594445127197,0
888.5248,-0.175691918721118,-0.0837122171531456,-0.187854539066489,1.03487058146058,0.13241232049778,0.132412320499927,0.105036734984454,-0.177679185500229,-0.0373654635789084,-2.25038838446082,-0.389178800762826,-2.25038838446326,-1.49960134702316,,,,,-3.21238439000865,,-0.140597167139265,-1.2897300195139,,0.549172163769321,,0.768004396806405,-0.85344082049464,,0.388301323646103,-0.388301323652203,-1.55986507600288,-1.30373718174724,-2.15997515982994,-1.62762560799161,-1.76679353314983,-1.89021230253902,-2.42971266184108,0.885615871357497,-0.160695606992636,-0.160695606988936,,,,,-1.2738904191332,1.86705006082386,-0.93211069179278,1.19903776111122,1.19903776111138,,,-0.535962873331726,0.512000000000057,102,1084.89569488397,549.316329113924,648.278362341772,1077.796875,1091.99451476793,555.203333333333,543.429324894515,616.352083333333,680.204641350211,0.401960784313726
888.6272,-0.185878152000219,-0.0621888347499928,-0.187587265971707,1.0186136365263,0.150251056669634,0.150251056671779,0.12158468069912,-0.164168851606453,-0.0123505484386397,-2.21760976399778,-0.363263931395859,-2.21760976400023,-1.4800852921907,,,,,-3.16718679665102,,-0.129224059564499,-1.28378594140758,,0.517610764606233,,0.763182424564731,-0.833674690413859,,0.389771101450979,-0.389771101457121,-1.56108957810467,-1.27652320208348,-2.12265116158222,-1.59565949948662,-1.72494872977186,-1.84461848272281,-2.37184263171709,0.87655929364589,-0.134694113943075,-0.134694113939348,,,,,-1.27972461065302,1.88064182487528,-0.925045002238932,1.21153474241145,1.2115347424116,,,-0.529092337228341,0.614400000000046,102,1125.70477281894,534.252416232316,699.395153108712,1119.04883578431,1132.36070985356,542.585882352941,525.91895011169,666.85012254902,731.940183668404,0
888.7296,-0.194719751863439,-0.0383783953320346,-0.185185777811845,1.00119219935504,0.169513092900641,0.169513092902781,0.138081751047316,-0.150469548823996,0.012759087541788,-2.18346239118502,-0.337618383084842,-2.1834623911875,-1.45986906784062,,,,,-3.11880413990423,,-0.117918312170196,-1.27737674413794,,0.487197291821645,,0.757353975742717,-0.81304693541592,,0.390721804393403,-0.39072180439962,-1.56214481010355,-1.24810099346222,-2.08445862650811,-1.5624782174006,-1.68111523014167,-1.79616709411537,-2.31095083457186,0.866202397639398,-0.105711926033481,-0.105711926029728,,,,,-1.28563939978784,1.89286693918448,-0.917325473358152,1.22355008035944,1.22355008035959,,,-0.521917725884989,0.716800000000035,103,1146.23958250574,558.040343088986,724.064158206346,1137.03228860331,1155.44687640818,565.639975023164,550.440711154807,703.406961285904,744.721355126787,0
888.832,-0.202187300963986,-0.0123748417571233,-0.180664292777117,0.982614361663546,0.190111550500447,0.190111550502573,0.154607913635665,-0.136637578838711,0.0379937961547342,-2.14795041449596,-0.3122683269184,-2.14795041449846,-1.43890813275505,,,,,-3.06729728797572,,-0.106693472372217,-1.27045501445612,,0.45780332263294,,0.750512297255497,-0.791624014538114,,0.3911580711299,-0.391158071136187,-1.56309440236071,-1.21853002084417,-2.04546753204116,-1.52814861449943,-1.63539448241971,-1.74496947113314,-2.24717788329115,0.854537088236737,-0.0738407298549183,-0.0738407298511344,,,,,-1.291636822939,1.90373539702004,-0.908993277162566,1.23511554999864,1.23511554999879,,,-0.514472650658527,0.819200000000024,102,1184.46600399181,645.211310993224,767.750538368612,1180.85352697095,1188.07848101266,673.634647302905,616.787974683544,748.811203319502,786.689873417722,0.392156862745098
888.9344,-0.208252830752464,0.0157234863403312,-0.174040146164117,0.962891642105716,0.211957958082124,0.211957958084253,0.171243070405116,-0.122728522300155,0.0633844067074942,-2.11108065660414,-0.287240628205407,-2.11108065660666,-1.41715855119872,,,,,-3.01273303128676,,-0.0955645762332034,-1.2629734973505,,0.42930140855615,,0.742652903087503,-0.769474870302538,,0.391086999400119,-0.391086999406472,-1.56400193670159,-1.18787213031726,-2.00574747952736,-1.49273939815362,-1.58789332596209,-1.69114508657677,-2.1806727364947,0.841559555657033,-0.0391802781515057,-0.0391802781476866,,,,,-1.29771942233395,1.91326121121732,-0.900088818846172,1.24626442623892,1.24626442623906,,,-0.506792023643244,0.921600000000012,103,1225.18243295868,739.190203306074,809.983852341243,1228.36518954196,1221.9996763754,787.662607259397,690.717799352751,794.86738105789,825.100323624596,0
